Organism,Scaffold,Start,End,Score,CAB41566.1
Streptomyces sp. NPDC012403,NZ_JBIBEX010000002.1,653829,655989,1.1329,1
Streptomyces sp. NPDC056568,NZ_JBHTUU010000004.1,95054,97235,1.1329,1
Streptomyces sp. NPDC006284,NZ_JBEXRY010000007.1,315378,317559,1.1328,1
Streptomyces sp. NPDC018964,NZ_JBIRYZ010000032.1,16007,18167,1.1328,1
Streptomyces sp. NPDC059781,NZ_JBHWHR010000067.1,41924,44084,1.1328,1
Streptomyces sp. NPDC059787,NZ_JBHWHX010000065.1,24615,26775,1.1328,1
Streptomyces sp. SID7804,NZ_WWHI01000921.1,7247,9404,1.1328,1
Streptomyces sp. 13-12-16,NZ_NCTE01000057.1,4548,6697,1.1328,1
Streptomyces sp. NPDC093594,NZ_JBFBDX010000035.1,25162,27319,1.1327,1
Streptomyces sp. T12,NZ_VIUV01000010.1,373460,375617,1.1327,1
Streptomyces sp. NPDC085937,NZ_JBITSH010000001.1,466327,468484,1.1327,1
Streptomyces sp. NPDC018947,NZ_JBIRZD010000021.1,92955,95172,1.1327,1
Streptomyces sp. NPDC017966,NZ_JBIRGY010000001.1,227454,229614,1.1326,1
Streptomyces sp. NPDC005908,NZ_JBEXVW010000005.1,25140,27297,1.1326,1
Streptomyces sp. NPDC004783,NZ_JBEXJM010000015.1,149232,151449,1.1326,1
Streptomyces sp. NPDC018972,NZ_JBIRYX010000003.1,559032,561192,1.1326,1
Streptomyces sp. NPDC013433,NZ_JBEYDA010000013.1,58470,60630,1.1326,1
Streptomyces sp. PAL114,NZ_JAWDJQ010000049.1,9319,11476,1.1325,1
Streptomyces sp. NPDC016675,NZ_JBIBQW010000002.1,435574,437755,1.1325,1
Streptomyces sp. OP7,NZ_JBEGWG010000030.1,158190,160347,1.1325,1
Streptomyces sp. NPDC102370,NZ_JBIWLB010000006.1,393670,395827,1.1325,1
Streptomyces sp. NPDC102351,NZ_JBIWLL010000007.1,402588,404745,1.1325,1
Streptomyces sp. NPDC086843,NZ_JBIVAQ010000003.1,25184,27341,1.1325,1
Streptomyces sp. NPDC006147,NZ_JBEXTP010000013.1,25150,27307,1.1324,1
Streptomyces sp. NPDC057092,NZ_JBHUTS010000013.1,25151,27308,1.1324,1
Streptomyces sp. NPDC102359,NZ_JBIWLH010000007.1,25144,27301,1.1324,1
Streptomyces sp. NPDC102347,NZ_JBIWLN010000014.1,243501,245658,1.1323,1
Streptomyces sp. NPDC052092,NZ_JBIUBQ010000009.1,382596,384753,1.1323,1
Streptomyces sp. NPDC096538,NZ_JBEOSH010000033.1,64720,66877,1.1323,1
Streptomyces sp.,NZ_JAPSKQ010000011.1,39086,41243,1.1323,1
Streptomyces sp. NPDC000678,NZ_JBEPCN010000012.1,163219,165376,1.1323,1
Streptomyces sp. CHD11,NZ_JABTTS010000002.1,379756,381913,1.1321,1
Streptomyces sp. Vc74B-19,NZ_JABTTR010000053.1,22511,24668,1.1320,1
Streptomyces sp. CNZ748,NZ_JAJDKN010000024.1,67752,69909,1.1320,1
Streptomyces sp. RO-S4,NZ_JAJQKZ010000006.1,136686,138843,1.1320,1
Streptomyces sp. NPDC087226,NZ_JBIUYX010000001.1,317308,319468,1.1319,1
Streptomyces sp. NPDC090114,NZ_JBIVDM010000004.1,314015,316175,1.1319,1
Streptomyces sp. NRRL WC-3626,NZ_JOCA01000001.1,282503,284663,1.1319,1
Streptomyces sp. NPDC000348,NZ_JBIAZD010000004.1,209565,211722,1.1318,1
Streptomyces sp. NPDC048584,NZ_JBICWF010000001.1,681526,683686,1.1318,1
Streptomyces sp. NPDC087512,NZ_JBFBJG010000002.1,72638,74855,1.1317,1
Streptomyces sp. I5,NZ_JACJDJ010000004.1,5685286,5687443,1.1316,1
Streptomyces sp. OS603R,NZ_JARKNF010000001.1,228906,231063,1.1316,1
Streptomyces sp. ZS0098,NZ_MKCP01000012.1,243989,246146,1.1316,1
Streptomyces sp. DSM 116494,NZ_CP169548.1,6452789,6454946,1.1315,1
Streptomyces sp. NPDC007057,NZ_JBEYGL010000001.1,492091,494248,1.1315,1
Streptomyces sp. NPDC007056,NZ_JBEYGM010000001.1,212393,214550,1.1315,1
Streptomyces sp. NPDC088106,NZ_JBFBJC010000101.1,2262,4419,1.1315,1
Streptomyces sp. NPDC060077,NZ_JBHWWR010000278.1,2205,4362,1.1315,1
Streptomyces sp. NPDC058698,NZ_JBHXSV010000105.1,2163,4320,1.1315,1
Streptomyces sp. NPDC014764,NZ_JBIBXY010000002.1,476129,478286,1.1314,1
Streptomyces sp. BSE7-9,NZ_JACJDK010000005.1,1401994,1404151,1.1314,1
Streptomyces sp. E5N298,NZ_RAIG01000209.1,0,2056,1.1314,1
Streptomyces sp. SMS_SU21,NZ_PNRA03000001.1,2453047,2455204,1.1314,1
Streptomyces sp. NPDC006996,NZ_JBEYHI010000051.1,12177,14334,1.1313,1
Streptomyces sp. HNS054,NZ_LDZX01000002.1,412936,415093,1.1313,1
Streptomyces sp. E2N171,NZ_RAIH01000637.1,21986,24143,1.1313,1
Streptomyces sp. HMX87,NZ_JBKKQY010000001.1,1594239,1596471,1.1313,1
Streptomyces sp. ISL-12,NZ_JAGGOO010000009.1,8399,10562,1.1313,1
Streptomyces sp. I4(2020),NZ_JACJDI010000001.1,873119,875276,1.1312,1
Streptomyces sp. I3(2020),JACJDH010000007.1,242839,244996,1.1312,1
Streptomyces sp. SM1,NZ_NEUB01000600.1,36,2193,1.1312,1
Streptomyces sp. PAM3C,NZ_JAHLXF010000013.1,241339,243496,1.1312,1
Streptomyces sp. RK31,NZ_JAGPYC010000001.1,327974,330131,1.1312,1
Streptomyces sp. BJ20,NZ_CP094918.1,2110227,2112384,1.1312,1
Streptomyces sp. TRM75561,NZ_JARWLV010000002.1,525515,527672,1.1312,1
Streptomyces sp. Z38,NZ_WPIR01000080.1,14720,16877,1.1311,1
Streptomyces sp. NPDC006967,NZ_JBEYHS010000099.1,8640,10797,1.1311,1
Streptomyces sp. NPDC093991,NZ_JBFBDE010000003.1,112456,114613,1.1311,1
Streptomyces sp. NPDC093992,NZ_JBIWIL010000003.1,112518,114675,1.1311,1
Streptomyces sp. EMB24,NZ_CP075343.1,5901557,5903714,1.1310,1
Streptomyces sp. BSE7F,QEQV01000005.1,4721411,4723568,1.1310,1
Streptomyces sp. FW42,NZ_CP182295.1,1290333,1292490,1.1310,1
Streptomyces sp. DH-12,NZ_PPFB01000001.1,1857230,1859387,1.1309,1
Streptomyces sp. SID8352,NZ_WWGX01000068.1,30782,32999,1.1309,1
Streptomyces sp. MA15,NZ_JAUEPF010000017.1,40285,42442,1.1308,1
Streptomyces sp. NPDC096105,NZ_JBIWGC010000007.1,156717,158874,1.1308,1
Streptomyces sp. NPDC093808,NZ_JBFBDN010000107.1,13419,15576,1.1308,1
Streptomyces sp. NPDC059701,NZ_JBHWFL010000049.1,41348,43565,1.1308,1
Streptomyces sp. NPDC059454,NZ_JBHYVC010000006.1,112553,114713,1.1307,1
Streptomyces sp. NPDC086080,NZ_JBITRU010000038.1,26010,28185,1.1307,1
Streptomyces sp. NPDC127100,NZ_JBHXFL010000020.1,108498,110715,1.1306,1
Streptomyces sp. WAC 01438,NZ_CP029601.1,1598660,1600817,1.1306,1
Streptomyces sp. WAC 01420,NZ_QHHY01000031.1,144396,146553,1.1306,1
Streptomyces sp. NPDC093250,NZ_JBIVNR010000014.1,95245,97402,1.1306,1
Streptomyces sp. NPDC044984,NZ_JBEZBE010000019.1,36337,38497,1.1306,1
Streptomyces sp. NA02536,NZ_CP054939.1,6210130,6212287,1.1305,1
Streptomyces sp. NPDC058726,NZ_JBHYQU010000097.1,11744,13901,1.1305,1
Streptomyces sp. NPDC014344,NZ_JBICAD010000004.1,292037,294194,1.1305,1
Streptomyces sp. NPDC047860,NZ_JBEYRN010000021.1,82384,84541,1.1304,1
Streptomyces sp. E1N211,NZ_RAII01000001.1,334307,336464,1.1303,1
Streptomyces sp. ETH9427,CP029624.1,6205595,6207752,1.1303,1
Streptomyces sp. SLBN-134,NZ_VFOE01000001.1,1415699,1417856,1.1303,1
Streptomyces sp. PvP037,NZ_JBEPSS010000001.1,425471,427628,1.1303,1
Streptomyces sp. R02,NZ_CP163429.1,5906590,5908747,1.1302,1
Streptomyces sp. GB4-14,NZ_RZHO01000002.1,1088658,1090815,1.1301,1
Streptomyces sp. NPDC023723,NZ_JBFAAP010000017.1,142583,144746,1.1301,1
Streptomyces sp. MNU103,JAJKLM010000001.1,5569906,5572063,1.1301,1
Streptomyces sp. PDY-4,NZ_JBISVE010000003.1,1394259,1396416,1.1301,1
Streptomyces anthocyanicus NPDC020086,NZ_JBEXZZ010000017.1,15877,18058,1.1496,1
Streptomyces anthocyanicus NPDC020081,NZ_JBEYAA010000007.1,227318,229499,1.1496,1
Streptomyces anthocyanicus NPDC057076,NZ_JBHUTJ010000030.1,57463,59644,1.1494,1
Streptomyces anthocyanicus NPDC012316,NZ_JBIBFD010000003.1,227283,229464,1.1490,1
Streptomyces anthocyanicus NPDC012293,NZ_JBIBFF010000013.1,66362,68543,1.1490,1
Streptomyces anthocyanicus NBC 01662,NZ_CP109242.1,2067183,2069364,1.1489,1
Streptomyces anthocyanicus NPDC048681,NZ_JBEZHC010000048.1,12795,14976,1.1487,1
Streptomyces anthocyanicus NPDC127065,NZ_JBHXEK010000034.1,66321,68502,1.1487,1
Streptomyces anthocyanicus NPDC059397,NZ_JBHYWQ010000011.1,226403,228584,1.1487,1
Streptomyces anthocyanicus JCM 5058,NZ_BMWI01000013.1,15485,17666,1.1487,1
Streptomyces anthocyanicus NBC 01636,NZ_CP109275.1,2112678,2114859,1.1487,1
Streptomyces anthocyanicus NPDC057113,NZ_JBHUUJ010000037.1,12796,14977,1.1487,1
Streptomyces anthocyanicus NPDC057145,NZ_JBHUVC010000036.1,12796,14977,1.1487,1
Streptomyces anthocyanicus NPDC058696,NZ_JBHXST010000011.1,66303,68484,1.1487,1
Streptomyces anthocyanicus NPDC096390,NZ_JBIWFA010000003.1,392640,394821,1.1487,1
Streptomyces anthocyanicus NPDC005207,NZ_JBJDQS010000004.1,220791,222972,1.1487,1
Streptomyces anthocyanicus NBC_01372,NZ_CP109571.1,1760341,1762522,1.1486,1
Streptomyces anthocyanicus NPDC050019,NZ_JBITKF010000011.1,107512,109693,1.1486,1
Streptomyces anthocyanicus NPDC003196,NZ_JBEXNH010000006.1,66364,68545,1.1486,1
Streptomyces anthocyanicus NPDC048675,NZ_JBEZHF010000008.1,229384,231565,1.1486,1
Streptomyces anthocyanicus NPDC006591,NZ_JBIAHH010000004.1,401969,404150,1.1486,1
Streptomyces anthocyanicus NPDC006946,NZ_JBEYIB010000006.1,288297,290478,1.1485,1
Streptomyces anthocyanicus NPDC060051,NZ_JBHWVX010000009.1,227024,229205,1.1485,1
Streptomyces anthocyanicus NPDC060099,NZ_JBHWXH010000039.1,21627,23808,1.1485,1
Streptomyces anthocyanicus NPDC060100,NZ_JBHWXI010000045.1,21627,23808,1.1485,1
Streptomyces anthocyanicus NPDC060102,NZ_JBHWXJ010000017.1,57745,59926,1.1485,1
Streptomyces anthocyanicus NPDC060103,NZ_JBHWXK010000003.1,149860,152041,1.1485,1
Streptomyces anthocyanicus NPDC060105,NZ_JBHWXL010000034.1,21622,23803,1.1485,1
Streptomyces anthocyanicus NPDC060106,NZ_JBHWXM010000004.1,393169,395350,1.1485,1
Streptomyces anthocyanicus NPDC006945,NZ_JBIAFY010000009.1,218783,220964,1.1485,1
Streptomyces anthocyanicus NPDC088223,NZ_JBIUSB010000009.1,389966,392147,1.1485,1
Streptomyces anthocyanicus NPDC086515,NZ_JBIVBU010000013.1,227662,229843,1.1485,1
Streptomyces anthocyanicus NBC_00116,NZ_CP108200.1,6521775,6523956,1.1485,1
Streptomyces anthocyanicus NPDC057436,NZ_JBHVDB010000029.1,57658,59839,1.1484,1
Streptomyces anthocyanicus IPS92w,NZ_JAPFQR010000008.1,214574,216755,1.1484,1
Streptomyces anthocyanicus NPDC005018,NZ_JBEXIZ010000007.1,218814,220995,1.1484,1
Streptomyces anthocyanicus NBC 01668,CP109228.1,6651816,6653997,1.1484,1
Streptomyces anthocyanicus JCM 3037,NZ_BMPR01000005.1,242264,244445,1.1484,1
Streptomyces anthocyanicus JCM 4739,NZ_BMVQ01000004.1,226138,228319,1.1484,1
Streptomyces anthocyanicus NBC 01777,NZ_CP109102.1,1794945,1797126,1.1484,1
Streptomyces anthocyanicus NPDC000080,NZ_JBEPFK010000650.1,1842,4023,1.1484,1
Streptomyces anthocyanicus NPDC052222,NZ_JBFAVF010000010.1,66475,68656,1.1484,1
Streptomyces anthocyanicus NPDC000667,NZ_JBIAYQ010000007.1,242469,244650,1.1484,1
Streptomyces anthocyanicus NBC 01687,NZ_CP109205.1,2004960,2007141,1.1481,1
synthetic construct,OQ326511.1,0,2181,1.1496,1
Streptomyces violaceolatus JCM 4531,NZ_BAAASK010000003.1,224442,226623,1.1487,1
Streptomyces violaceoruber CGMCC 4.1801,NZ_CP137734.1,1819346,1821527,1.1486,1
Streptomyces violaceoruber JCM 4423,BAABGV010000397.1,415,2596,1.1486,1
Streptomyces violaceoruber NRRL S-12,NZ_JOCE01000005.1,209666,211847,1.1481,1
Streptomyces lividans 1326,NZ_CM001889.1,6746995,6749176,1.1484,1
Streptomyces lividans TK24,NZ_CP009124.1,1787515,1789696,1.1484,1
Streptomyces lividans TK23,AP025539.1,6527995,6530176,1.1484,1
Streptomyces lividans TK24 DG2-P41,CP071123.1,1794475,1796656,1.1484,1
Streptomyces lividans TK24-YQS040,CP071800.1,1793167,1795348,1.1484,1
Streptomyces rubrogriseus IPS92ro,NZ_JAPWHU010000270.1,5949,8130,1.1484,1
Streptomyces rubrogriseus NPDC085456,NZ_JBITTP010000012.1,133048,135229,1.1472,1
Streptomyces rubrogriseus NPDC018032,NZ_JBIRFS010000015.1,52436,54617,1.1469,1
Streptomyces rubrogriseus NPDC090058,NZ_JBIVEP010000015.1,148346,150527,1.1469,1
Streptomyces rubrogriseus NPDC014811,NZ_JBIBXB010000010.1,217756,219937,1.1469,1
Streptomyces rubrogriseus NBRC 15455,NZ_BEWD01000003.1,217586,219767,1.1467,1
Streptomyces rubrogriseus NPDC059658,NZ_JBHWEC010000032.1,52682,54863,1.1466,1
Streptomyces rubrogriseus NPDC058346,NZ_JBHXIH010000004.1,376403,378584,1.1464,1
Streptomyces rubrogriseus SID7739,NZ_JAAGMQ010000592.1,1503,3684,1.1462,1
Streptomyces tendae NPDC004977,NZ_JBEXJE010000008.1,238612,240823,1.1436,1
Streptomyces tendae NPDC052110,NZ_JBFAWE010000011.1,59542,61753,1.1436,1
Streptomyces tendae NPDC001029,NZ_JBIAYI010000009.1,186805,189016,1.1436,1
Streptomyces tendae NPDC001382,NZ_JBEPAR010000008.1,190782,192993,1.1435,1
Streptomyces tendae VITAKN,NZ_JAAIFS010000008.1,256355,258566,1.1434,1
Streptomyces tendae NPDC101120,NZ_JBIVZF010000004.1,458321,460532,1.1433,1
Streptomyces tendae NPDC058331,NZ_JBHXHT010000019.1,57120,59331,1.1433,1
Streptomyces tendae NPDC058332,NZ_JBHXHU010000007.1,264097,266308,1.1433,1
Streptomyces tendae NPDC058343,NZ_JBHXIE010000032.1,45803,48014,1.1433,1
Streptomyces tendae NPDC058359,NZ_JBHXIU010000015.1,117578,119789,1.1433,1
Streptomyces tendae NPDC003768,NZ_JBEXMU010000096.1,5866,8077,1.1433,1
Streptomyces tendae NPDC003830,NZ_JBIANO010000008.1,226408,228619,1.1433,1
Streptomyces tendae NPDC018039,NZ_JBIRFN010000004.1,207777,209988,1.1433,1
Streptomyces tendae NPDC018027,NZ_JBIRFX010000004.1,201363,203574,1.1433,1
Streptomyces tendae NPDC018015,NZ_JBIRGG010000003.1,201363,203574,1.1433,1
Streptomyces tendae NPDC058356,NZ_JBHXIR010000012.1,57188,59399,1.1432,1
Streptomyces tendae NPDC048238,NZ_JBICZQ010000009.1,203577,205788,1.1432,1
Streptomyces tendae NPDC048237,NZ_JBICZR010000011.1,202068,204279,1.1432,1
Streptomyces tendae NPDC092921,NZ_JBIVPV010000004.1,489584,491795,1.1431,1
Streptomyces tendae NPDC004691,NZ_JBEXJW010000001.1,362851,365062,1.1431,1
Streptomyces tendae NPDC004678,NZ_JBEXJY010000006.1,363072,365283,1.1431,1
Streptomyces tendae NPDC003786,NZ_JBIANS010000003.1,467434,469645,1.1431,1
Streptomyces tendae NPDC003747,NZ_JBIANV010000003.1,363006,365217,1.1431,1
Streptomyces tendae NPDC006280,NZ_JBEXSB010000010.1,56977,59188,1.1431,1
Streptomyces tendae NPDC048226,NZ_JBICZZ010000001.1,366244,368455,1.1431,1
Streptomyces tendae NPDC059847,NZ_JBHWJF010000005.1,52291,54502,1.1430,1
Streptomyces tendae CALK1-4,NZ_JBIQWK010000008.1,233429,235640,1.1430,1
Streptomyces tendae NPDC052220,NZ_JBFAVG010000011.1,204820,207031,1.1430,1
Streptomyces tendae NPDC057734,NZ_JBHVJS010000011.1,21643,23854,1.1429,1
Streptomyces tendae NPDC057753,NZ_JBHVKB010000002.1,355763,357974,1.1429,1
Streptomyces tendae JCM 4610,NZ_BMUY01000010.1,201882,204093,1.1429,1
Streptomyces tendae NPDC003773,NZ_JBIANU010000004.1,192721,194932,1.1428,1
Streptomyces tendae NPDC048173,NZ_JBEZMQ010000012.1,111565,113776,1.1427,1
Streptomyces tendae NPDC048183,NZ_JBIDAP010000011.1,111779,113990,1.1427,1
Streptomyces tendae NPDC057553,NZ_JBHVFK010000081.1,21639,23850,1.1427,1
Streptomyces tendae NPDC003948,NZ_JBIANF010000009.1,363510,365721,1.1427,1
Streptomyces tendae NPDC087198,NZ_JBIUZH010000001.1,504438,506649,1.1427,1
Streptomyces tendae UTMC 3329,NZ_RSEG01000017.1,139580,141791,1.1427,1
Streptomyces tendae NPDC059843,NZ_JBHWJC010000085.1,5721,7932,1.1427,1
Streptomyces tendae NPDC047797,NZ_JBEYSE010000042.1,56154,58365,1.1427,1
Streptomyces tendae NPDC047796,NZ_JBEYSF010000010.1,114245,116456,1.1427,1
Streptomyces tendae NPDC013796,NZ_JBICBD010000003.1,114740,116951,1.1427,1
Streptomyces tendae NPDC048075,NZ_JBIDBF010000007.1,58148,60359,1.1427,1
Streptomyces tendae NPDC058950,NZ_JBHYKQ010000018.1,109142,111353,1.1426,1
Streptomyces tendae NPDC048071,NZ_JBEZNE010000004.1,56499,58710,1.1426,1
Streptomyces tendae NPDC058749,NZ_JBHYQA010000006.1,52279,54490,1.1426,1
Streptomyces tendae NPDC048588,NZ_JBICWD010000020.1,102266,104477,1.1424,1
Streptomyces tendae NPDC048598,NZ_JBEZID010000004.1,102420,104631,1.1424,1
Streptomyces tendae NPDC087193,NZ_JBIUZI010000004.1,387209,389420,1.1423,1
Streptomyces tendae NPDC049647,NZ_JBITLT010000002.1,999548,1001759,1.1422,1
Streptomyces tendae,NZ_CANLXQ010000001.1,356864,359075,1.1422,1
Streptomyces tendae SAI-227,NZ_JBIYET010000001.1,6375959,6378170,1.1396,1
Streptomyces tendae NPDC058912,NZ_JBHYLJ010000042.1,60826,63037,1.1392,1
Streptomyces tendae NPDC058889,NZ_JBHYLW010000039.1,61604,63815,1.1392,1
Streptomyces tendae 139,NZ_CP043959.1,2712725,2714882,1.1322,1
Streptomyces hyderabadensis JCM 17657,NZ_BAABIV010000001.1,95044,97255,1.1431,1
Streptomyces ardesiacus NBRC 15402,NZ_BEWC01000011.1,200985,203187,1.1420,1
Streptomyces ardesiacus NPDC059588,NZ_JBHWCG010000051.1,22073,24275,1.1420,1
Streptomyces ardesiacus NPDC012537,NZ_JBIBEH010000009.1,181881,184083,1.1420,1
Streptomyces ardesiacus IBSBF 3360,NZ_JAJSZE010000055.1,10138,12340,1.1405,1
Streptomyces ardesiacus 6G-OA-21,NZ_JAMHJP010000005.1,148649,150851,1.1405,1
Streptomyces ardesiacus NPDC094450,NZ_JBEOTR010000007.1,169723,171925,1.1405,1
Streptomyces ardesiacus NPDC006376,NZ_JBEXQH010000013.1,108207,110409,1.1405,1
Streptomyces ardesiacus NPDC006166,NZ_JBEXTN010000025.1,56259,58461,1.1405,1
Streptomyces ardesiacus NPDC007026,NZ_JBEYGW010000011.1,56273,58475,1.1405,1
Streptomyces ardesiacus NPDC057174,NZ_JBHUVW010000071.1,22036,24238,1.1405,1
Streptomyces ardesiacus NPDC059739,NZ_JBHWGO010000036.1,47291,49493,1.1405,1
Streptomyces ardesiacus NPDC127099,NZ_JBHXFK010000032.1,3753,5955,1.1405,1
Streptomyces ardesiacus NPDC093086,NZ_JBIVPC010000011.1,150734,152936,1.1405,1
Streptomyces ardesiacus NPDC093072,NZ_JBIVPG010000011.1,150749,152951,1.1405,1
Streptomyces ardesiacus NPDC093553,NZ_JBIWJE010000008.1,168541,170743,1.1405,1
Streptomyces salinarius SS06011,NZ_JACLZH010000039.1,10192,12394,1.1419,1
Streptomyces salinarius VRMG2420,NZ_JBITPR010000011.1,20760,22962,1.1419,1
Streptomyces salinarius CS29,NZ_JAVCWJ010000001.1,159324,161526,1.1405,1
Streptomyces salinarius Lnu-12,NZ_JAXLNW010000026.1,48631,50833,1.1405,1
Streptomyces coelicoflavus LM32,NZ_JBAGKW010000001.1,320807,323009,1.1408,1
Streptomyces coelicoflavus DBR11,NZ_JAMOLO010000023.1,54081,56283,1.1406,1
Streptomyces coelicoflavus NPDC001050,NZ_JBEPBG010000033.1,26176,28387,1.1385,1
Streptomyces coelicoflavus NPDC003954,NZ_JBIANE010000007.1,228957,231168,1.1385,1
Streptomyces coelicoflavus NBC_00357,NZ_CP107977.1,6239587,6241789,1.1385,1
Streptomyces coelicoflavus NPDC056964,NZ_JBHURH010000264.1,340,2551,1.1384,1
Streptomyces coelicoflavus NBRC 15399,NZ_BEWB01000004.1,434805,437016,1.1379,1
Streptomyces coelicoflavus SID14163,NZ_JAAGMA010000549.1,5814,8025,1.1379,1
Streptomyces coelicoflavus NPDC089661,NZ_JBIVHO010000005.1,26100,28311,1.1379,1
Streptomyces coelicoflavus SID14172,NZ_JAAGMB010000902.1,377,2588,1.1378,1
Streptomyces coelicoflavus NPDC056610,NZ_JBHTVU010000031.1,62600,64811,1.1376,1
Streptomyces coelicoflavus NPDC059661,NZ_JBHWEE010000018.1,47254,49477,1.1373,1
Streptomyces coelicoflavus NPDC059674,NZ_JBHWEO010000076.1,7881,10104,1.1372,1
Streptomyces coelicoflavus NPDC059677,NZ_JBHWEQ010000040.1,47134,49345,1.1368,1
Streptomyces coelicoflavus NBC_00099,NZ_CP108218.1,1604827,1607050,1.1368,1
Streptomyces coelicoflavus NPDC057274,NZ_JBHUYM010000022.1,47063,49286,1.1368,1
Streptomyces coelicoflavus S3018,NZ_JASDBW010000006.1,33425,35660,1.1368,1
Streptomyces coelicoflavus NPDC059415,NZ_JBHYWE010000002.1,399613,401848,1.1368,1
Streptomyces coelicoflavus NPDC056535,NZ_JBHTTY010000010.1,46840,49051,1.1367,1
Streptomyces coelicoflavus NBC_00465,NZ_JAPENQ010000002.1,192164,194387,1.1367,1
Streptomyces coelicoflavus NPDC058541,NZ_JBHXOB010000004.1,331835,334058,1.1367,1
Streptomyces coelicoflavus NPDC060121,NZ_JBFBNC010000030.1,35054,37277,1.1365,1
Streptomyces coelicoflavus NPDC060156,NZ_JBHWYF010000029.1,47061,49284,1.1365,1
Streptomyces coelicoflavus NPDC060157,NZ_JBHWYG010000005.1,61802,64025,1.1365,1
Streptomyces violaceorubidus NRRL B-16381,NZ_JODM01000002.1,425676,427887,1.1407,1
Streptomyces violaceorubidus NPDC001615,NZ_JBEOZY010000002.1,135230,137441,1.1407,1
Streptomyces lienomycini JCM 6925,NZ_BAAATN010000001.1,424539,426756,1.1387,1
Streptomyces lienomycini DSM 41475,NZ_CP116257.1,2248687,2250904,1.1387,1
Streptomyces rochei NPDC057109,NZ_JBHUUG010000013.1,85046,87227,1.1381,1
Streptomyces rochei NPDC006340,NZ_JBEXQV010000011.1,193641,195822,1.1380,1
Streptomyces rochei NPDC006330,NZ_JBEXRB010000035.1,20643,22824,1.1380,1
Streptomyces rochei NPDC046706,NZ_JBEYYX010000003.1,191293,193474,1.1380,1
Streptomyces rochei NPDC055197,NZ_JBFASA010000010.1,135592,137773,1.1380,1
Streptomyces rochei NPDC057760,NZ_JBFBNK010000002.1,208095,210276,1.1380,1
Streptomyces rochei NPDC056125,NZ_JBHJVS010000006.1,220291,222472,1.1380,1
Streptomyces rochei NPDC055948,NZ_JBHJYW010000011.1,154196,156377,1.1380,1
Streptomyces rochei NPDC055944,NZ_JBHJYY010000014.1,42957,45138,1.1380,1
Streptomyces rochei NPDC055934,NZ_JBHJZC010000029.1,63167,65348,1.1380,1
Streptomyces rochei NPDC055932,NZ_JBHJZD010000018.1,84987,87168,1.1380,1
Streptomyces rochei NPDC055931,NZ_JBHJZE010000024.1,20595,22776,1.1380,1
Streptomyces rochei NPDC057042,NZ_JBHUSS010000005.1,220291,222472,1.1380,1
Streptomyces rochei NPDC057068,NZ_JBHUTE010000097.1,20550,22731,1.1380,1
Streptomyces rochei NPDC057073,NZ_JBHUTH010000019.1,84986,87167,1.1380,1
Streptomyces rochei NPDC057149,NZ_JBHUVG010000019.1,20623,22804,1.1380,1
Streptomyces rochei NPDC057768,NZ_JBHVKK010000009.1,63213,65394,1.1380,1
Streptomyces rochei NPDC057785,NZ_JBHVKV010000011.1,128304,130485,1.1380,1
Streptomyces rochei NPDC060231,NZ_JBHXAF010000005.1,220291,222472,1.1380,1
Streptomyces rochei NPDC060314,NZ_JBHXCB010000010.1,85209,87390,1.1380,1
Streptomyces rochei NPDC060315,NZ_JBHXCC010000008.1,220291,222472,1.1380,1
Streptomyces rochei NPDC060316,NZ_JBHXCD010000009.1,220477,222658,1.1380,1
Streptomyces rochei NPDC127125,NZ_JBHXTT010000011.1,42787,44968,1.1380,1
Streptomyces rochei NPDC127549,NZ_JBHXVU010000005.1,220291,222472,1.1380,1
Streptomyces rochei NPDC127562,NZ_JBHXVW010000006.1,322315,324496,1.1380,1
Streptomyces rochei NPDC058856,NZ_JBHYMU010000009.1,133709,135890,1.1380,1
Streptomyces rochei NPDC058846,NZ_JBHYNB010000003.1,87854,90035,1.1380,1
Streptomyces rochei NPDC058814,NZ_JBHYNZ010000011.1,211075,213256,1.1380,1
Streptomyces rochei NPDC058813,NZ_JBHYOA010000004.1,445576,447757,1.1380,1
Streptomyces rochei NPDC058810,NZ_JBHYOD010000003.1,532314,534495,1.1380,1
Streptomyces rochei NPDC058809,NZ_JBHYOE010000001.1,139393,141574,1.1380,1
Streptomyces rochei NPDC058805,NZ_JBHYOI010000006.1,211449,213630,1.1380,1
Streptomyces rochei NPDC058804,NZ_JBHYOJ010000013.1,91568,93749,1.1380,1
Streptomyces rochei NPDC058803,NZ_JBHYOK010000006.1,207704,209885,1.1380,1
Streptomyces rochei NPDC058801,NZ_JBHYOM010000009.1,208421,210602,1.1380,1
Streptomyces rochei NPDC058791,NZ_JBHYOU010000009.1,210543,212724,1.1380,1
Streptomyces rochei NPDC007933,NZ_JBIBKB010000001.1,1379896,1382077,1.1380,1
Streptomyces rochei NPDC013977,NZ_JBICAN010000003.1,373176,375357,1.1380,1
Streptomyces rochei NPDC048184,NZ_JBIDAO010000004.1,460423,462604,1.1380,1
Streptomyces rochei NPDC101106,NZ_JBIVZN010000003.1,449536,451717,1.1380,1
Streptomyces rochei NPDC057799,NZ_JBHVLE010000008.1,265511,267692,1.1380,1
Streptomyces rochei NPDC057828,NZ_JBHVLV010000008.1,177802,179983,1.1380,1
Streptomyces rochei NPDC000158,NZ_JBEPFA010000005.1,227733,229914,1.1379,1
