Organism,Scaffold,Start,End,Score,CAB60184.1,CAB60185.1
Streptomyces sp. TLI_146,NZ_PJMX01000001.1,3443065,3444833,3.0602,1,1
Streptomyces sp. TLI_146,PJMX01000001.1,3443065,3444833,3.0603,1,1
Streptomyces sp. NBC_00224,NZ_CP108106.1,3416579,3418348,3.0599,1,1
Streptomyces sp. NBC_00150,NZ_CP130716.1,3416577,3418346,3.0599,1,1
Streptomyces sp. NBC_00060,CP108253.1,5493603,5495372,3.0599,1,1
Streptomyces sp. NPDC059991,NZ_JBHWUQ010000094.1,27781,29550,3.0607,1,1
Streptomyces sp. 021-4,NZ_JAJPVS010000008.1,39800,41536,3.0675,1,1
Streptomyces sp. NPDC051597,NZ_JBFAZI010000114.1,9987,11751,3.0597,1,1
Streptomyces sp. NPDC059994,NZ_JBHWUR010000169.1,2714,4486,3.0606,1,1
Streptomyces sp. BPTC-684,NZ_CP124863.1,4360455,4362224,3.0596,1,1
Streptomyces sp. NPDC005878,NZ_JBEXWK010000034.1,88561,90326,3.0598,1,1
Streptomyces sp. NPDC005877,NZ_JBEXWL010000339.1,2609,4374,3.0598,1,1
Streptomyces sp. NBC_00648,NZ_CP109038.1,5113266,5115035,3.0600,1,1
Streptomyces sp. 058-1L,NZ_JAJPVY010000004.1,158860,160595,3.0639,1,1
Streptomyces sp. cg36,NZ_CP163520.1,5391697,5393467,3.0599,1,1
Streptomyces sp. NPDC059070,NZ_JBHYHG010000069.1,41966,43736,3.0599,1,1
Streptomyces sp. NPDC058301,NZ_JBHVYU010000096.1,3248,5015,3.0595,1,1
Streptomyces sp. NPDC023838,NZ_JBFAAD010000045.1,3248,5015,3.0593,1,1
Streptomyces sp. E2N166,NZ_RAIF01000031.1,369470,371280,3.0588,1,1
Streptomyces sp. NPDC058818,NZ_JBHYNW010000003.1,6077,7887,3.0588,1,1
Streptomyces sp. CA-256286,NZ_CP071044.1,154736,156471,3.0632,1,1
Streptomyces sp. CA-256286,CP071044.1,154736,156471,3.0635,1,1
Streptomyces sp. 09ZI22,NZ_JAHWTL010000004.1,132118,133853,3.0632,1,1
Streptomyces sp. 09ZI22,JAHWTL010000004.1,132118,133853,3.0645,1,1
Streptomyces sp. BE282,NZ_JAQYWY010000294.1,135840,137575,3.0632,1,1
Streptomyces sp. PvR018,NZ_JBEPSZ010000002.1,463570,465305,3.0631,1,1
Streptomyces sp. PvR018,JBEPSZ010000002.1,463570,465305,3.0634,1,1
Streptomyces sp. NRRL S-623,NZ_KL647090.1,133586,135321,3.0632,1,1
Streptomyces sp. NPDC020719,NZ_JBFAEC010000083.1,6974,8744,3.0601,1,1
Streptomyces sp. NPDC048696,NZ_JBICVJ010000005.1,5946,7716,3.0601,1,1
Streptomyces sp. CBMA152,NZ_MECJ01000033.1,333932,335702,3.0610,1,1
Streptomyces sp. CBMA152,MECJ01000033.1,333932,335702,3.0610,1,1
Streptomyces sp. AmelKG-D3,NZ_AQRK01000101.1,48088,49831,3.0634,1,1
Streptomyces sp. AmelKG-D3,FMHO01000003.1,48088,49831,3.0641,1,1
Streptomyces sp. SolWspMP-sol2th,NZ_ARPF01000005.1,68055,69798,3.0635,1,1
Streptomyces sp. S8,NZ_CP015362.1,7443180,7444923,3.0635,1,1
Streptomyces sp. S8,CP015362.1,7443180,7444923,3.0649,1,1
Streptomyces sp. ZEA17I,NZ_QGMS01001597.1,1771,3514,3.0635,1,1
Streptomyces sp. SID8359,NZ_WWGS01000014.1,68055,69798,3.0635,1,1
Streptomyces sp. SID8350,NZ_WWGY01000061.1,48088,49831,3.0634,1,1
Streptomyces sp. CcalMP-8W,NZ_KB890945.1,46349,48092,3.0627,1,1
Streptomyces sp. SID8356,NZ_WWGV01000024.1,46349,48092,3.0627,1,1
Streptomyces sp. DvalAA-19,NZ_FMCC01000058.1,10094,11836,3.0639,1,1
Streptomyces sp. KAI-26,NZ_JAANNR010000003.1,480251,481994,3.0640,1,1
Streptomyces sp. KAI-26,JAANNR010000003.1,480251,481994,3.0657,1,1
Streptomyces sp. CAI-155,NZ_JAANOA010000002.1,54529,56272,3.0639,1,1
Streptomyces sp. CAI-155,JAANOA010000002.1,54529,56272,3.0657,1,1
Streptomyces sp. CAI-24,NZ_JAANOE010000002.1,987,2730,3.0639,1,1
Streptomyces sp. CAI-24,JAANOE010000002.1,987,2730,3.0657,1,1
Streptomyces sp. CBG31,NZ_JACMSI010000042.1,83968,85711,3.0639,1,1
Streptomyces sp. CBG30,NZ_JAHHEE010000066.1,17277,19020,3.0639,1,1
Streptomyces sp. CBG30,JAHHEE010000066.1,17277,19020,3.0656,1,1
Streptomyces sp. COG19,NZ_JAHHEF010000008.1,194721,196464,3.0639,1,1
Streptomyces sp. COG19,JAHHEF010000008.1,194721,196464,3.0656,1,1
Streptomyces sp. COG20,NZ_JAHHEG010000002.1,79856,81599,3.0639,1,1
Streptomyces sp. COG20,JAHHEG010000002.1,79856,81599,3.0656,1,1
Streptomyces sp. COG21,NZ_JAHHEH010000008.1,3474416,3476159,3.0639,1,1
Streptomyces sp. COG21,JAHHEH010000008.1,3474416,3476159,3.0656,1,1
Streptomyces sp. CYG20,NZ_JAHHEI010000006.1,11624,13367,3.0639,1,1
Streptomyces sp. CYG20,JAHHEI010000006.1,11624,13367,3.0656,1,1
Streptomyces sp. CYG21,NZ_JAHHEJ010000027.1,336257,338000,3.0639,1,1
Streptomyces sp. CYG21,JAHHEJ010000027.1,336257,338000,3.0656,1,1
Streptomyces sp. OUCMDZ-4982,NZ_JANRMN010000037.1,49308,51051,3.0639,1,1
Streptomyces sp. OUCMDZ-4982,JANRMN010000037.1,49308,51051,3.0656,1,1
Streptomyces sp. IBTA2,NZ_QQUQ01000017.1,121428,123171,3.0639,1,1
Streptomyces sp. BG2AG,NZ_JBLLKL010000001.1,6850199,6851942,3.0638,1,1
Streptomyces sp. BG6AG,NZ_JBLLKM010000001.1,6958688,6960431,3.0638,1,1
Streptomyces sp. WAC04770,RQIR01001744.1,727,2470,3.0638,1,1
Streptomyces sp. SBI034,KP986447.1,621,2364,3.0653,1,1
Streptomyces sp. ZL-24,NZ_MTHF01000004.1,242442,244184,3.0639,1,1
Streptomyces sp. ZL-24,MTHF01000004.1,242442,244184,3.0658,1,1
Streptomyces sp. F41,NZ_CP149796.1,8237443,8239185,3.0637,1,1
Streptomyces sp. B27,NZ_RHJB01000012.1,48660,50402,3.0638,1,1
Streptomyces sp. HNA39,NZ_CP077652.1,126822,128564,3.0637,1,1
Streptomyces sp. HNA39,CP077652.1,126822,128564,3.0655,1,1
Streptomyces rubrogriseus IPS92ro,NZ_JAPWHU010000425.1,2096,3806,3.1073,1,1
Streptomyces rubrogriseus NBRC 15455,NZ_BEWD01000003.1,2108,3818,3.1032,1,1
Streptomyces rubrogriseus SID7739,NZ_JAAGMQ010000959.1,1394,3104,3.1032,1,1
Streptomyces rubrogriseus NPDC059658,NZ_JBHWEC010000030.1,2136,3846,3.1031,1,1
Streptomyces rubrogriseus NPDC058346,NZ_JBHXIH010000031.1,2127,3837,3.1032,1,1
Streptomyces rubrogriseus NPDC014811,NZ_JBIBXB010000010.1,2027,3737,3.1031,1,1
Streptomyces rubrogriseus NPDC018032,NZ_JBIRFS010000015.1,268441,270151,3.1031,1,1
Streptomyces rubrogriseus NPDC085456,NZ_JBITTP010000034.1,72217,73927,3.1032,1,1
Streptomyces rubrogriseus NPDC090058,NZ_JBIVEP010000032.1,2137,3847,3.1031,1,1
Streptomyces griseicoloratus TRM S81-3,NZ_JACVQF010000206.1,2986,4720,3.0672,1,1
Streptomyces griseicoloratus TRM S81-3,JACVQF010000206.1,2986,4720,3.0672,1,1
Streptomyces griseus NPDC100513,NZ_JBIVZT010000019.1,38213,39953,3.0724,1,1
Streptomyces griseus JCM 4516,NZ_BNBJ01000014.1,171906,173646,3.0720,1,1
Streptomyces griseus NBC_01018,NZ_CP108682.1,75703,77443,3.0722,1,1
Streptomyces griseus NBC 01652,NZ_CP109255.1,8239130,8240870,3.0719,1,1
Streptomyces griseus NBC 01630,NZ_CP109279.1,74955,76695,3.0719,1,1
Streptomyces griseus NBC_01345,NZ_JAPEPE010000002.1,69702,71442,3.0723,1,1
Streptomyces griseus NBC_01345,JAPEPE010000002.1,69702,71442,3.0712,1,1
Streptomyces griseus NPDC094457,NZ_JBEOTQ010000010.1,99036,100776,3.0722,1,1
Streptomyces griseus NPDC000959,NZ_JBEPBS010000031.1,63822,65562,3.0720,1,1
Streptomyces griseus NPDC017168,NZ_JBEYCP010000012.1,61657,63397,3.0722,1,1
Streptomyces griseus NPDC047119,NZ_JBEYUM010000016.1,103488,105228,3.0724,1,1
Streptomyces griseus NPDC056969,NZ_JBHURK010000015.1,64262,66002,3.0723,1,1
Streptomyces griseus NPDC058557,NZ_JBHXOP010000015.1,173696,175436,3.0720,1,1
Streptomyces griseus NPDC058721,NZ_JBHYQY010000026.1,24077,25817,3.0720,1,1
Streptomyces griseus NPDC004318,NZ_JBIAMF010000003.1,948946,950686,3.0720,1,1
Streptomyces griseus NPDC008267,NZ_JBIBGA010000003.1,72258,73998,3.0722,1,1
Streptomyces griseus NPDC008250,NZ_JBIBGH010000013.1,72258,73998,3.0722,1,1
Streptomyces griseus TAMT1-3,NZ_JBIQWJ010000009.1,390251,391991,3.0720,1,1
Streptomyces griseus NPDC017308,NZ_JBIRMB010000004.1,458741,460481,3.0722,1,1
Streptomyces griseus NPDC017147,NZ_JBIROB010000016.1,170087,171827,3.0720,1,1
Streptomyces griseus NPDC017137,NZ_JBIROG010000010.1,98922,100662,3.0722,1,1
Streptomyces griseus NPDC050462,NZ_JBITHY010000007.1,383924,385664,3.0722,1,1
Streptomyces griseus NPDC086518,NZ_JBIVBT010000010.1,75831,77571,3.0722,1,1
Streptomyces griseus NPDC102352,NZ_JBIWLK010000001.1,1245045,1246785,3.0721,1,1
Streptomyces griseus NPDC007055,NZ_JBEYGN010000080.1,4877,6617,3.0721,1,1
Streptomyces griseus NPDC007038,NZ_JBEYGT010000069.1,6884,8624,3.0721,1,1
Streptomyces griseus NPDC089181,NZ_JBFBHO010000010.1,176616,178356,3.0725,1,1
Streptomyces griseus NPDC056251,NZ_JBHJSV010000070.1,4922,6662,3.0724,1,1
Streptomyces griseus NPDC057558,NZ_JBHVFP010000009.1,365715,367455,3.0724,1,1
Streptomyces griseus NPDC057564,NZ_JBHVFT010000373.1,4528,6268,3.0724,1,1
Streptomyces griseus NPDC057646,NZ_JBHVHL010000006.1,53709,55449,3.0725,1,1
Streptomyces griseus NPDC057665,NZ_JBHVHZ010000013.1,139552,141292,3.0725,1,1
Streptomyces griseus NPDC057710,NZ_JBHVJH010000011.1,69943,71683,3.0727,1,1
Streptomyces griseus NPDC004281,NZ_JBIAMK010000028.1,28909,30649,3.0718,1,1
Streptomyces griseus S4-7,JYBE02000001.1,7391065,7392806,3.0668,1,1
Streptomyces parvus NPDC052511,NZ_JBFAUF010000051.1,32217,33961,3.0674,1,1
Streptomyces parvus NPDC022163,NZ_JBFABY010000022.1,46930,48691,3.0684,1,1
Streptomyces parvus NPDC021496,NZ_JBFACR010000011.1,63328,65072,3.0679,1,1
Streptomyces parvus NPDC057162,NZ_JBHUVR010000008.1,237509,239253,3.0677,1,1
Streptomyces parvus NPDC007921,NZ_JBIBKG010000009.1,63328,65072,3.0679,1,1
Streptomyces parvus NPDC093074,NZ_JBIVPF010000010.1,61881,63625,3.0665,1,1
Streptomyces parvus NPDC000962,NZ_JBEPBR010000017.1,25844,27588,3.0705,1,1
Streptomyces parvus NPDC020978,NZ_JBIRRC010000013.1,174012,175756,3.0692,1,1
Streptomyces parvus NPDC020977,NZ_JBIRRD010000004.1,434687,436431,3.0692,1,1
Streptomyces parvus NPDC059776,NZ_JBHWHM010000024.1,35200,36944,3.0676,1,1
Streptomyces parvus NPDC127115,NZ_JBHXTK010000027.1,45154,46898,3.0688,1,1
Streptomyces parvus NPDC056008,NZ_JBHJXM010000091.1,2037,3781,3.0686,1,1
Streptomyces parvus F-G-2,NZ_CP135079.1,73426,75170,3.0669,1,1
Streptomyces parvus NPDC048004,NZ_JBEZNK010000019.1,120223,121967,3.0691,1,1
Streptomyces parvus NPDC047996,NZ_JBIDBP010000017.1,119426,121170,3.0703,1,1
Streptomyces parvus NPDC090030,NZ_JBIVFH010000021.1,119031,120775,3.0691,1,1
Streptomyces parvus NPDC090020,NZ_JBIVFP010000019.1,51436,53180,3.0691,1,1
Streptomyces parvus NPDC090019,NZ_JBIVFQ010000018.1,50407,52151,3.0703,1,1
Streptomyces parvus SID7590,NZ_JAAGMP010000603.1,1512,3256,3.0672,1,1
Streptomyces parvus SID7590,JAAGMP010000603.1,1512,3256,3.0684,1,1
Streptomyces parvus C05,NZ_VSZQ01000067.1,16544,18288,3.0688,1,1
Streptomyces parvus C05,VSZQ01000067.1,16544,18288,3.0701,1,1
Streptomyces parvus PH33,NZ_JANFDD010000041.1,60217,61961,3.0701,1,1
Streptomyces parvus NPDC004663,NZ_JBEXKE010000038.1,27541,29285,3.0701,1,1
Streptomyces parvus NPDC007064,NZ_JBEYGI010000071.1,8211,9955,3.0701,1,1
Streptomyces parvus NPDC046884,NZ_JBEYXI010000020.1,49948,51692,3.0699,1,1
Streptomyces parvus NPDC046730,NZ_JBEYYQ010000013.1,132311,134055,3.0701,1,1
Streptomyces parvus NPDC051835,NZ_JBFAYJ010000031.1,62359,64103,3.0698,1,1
Streptomyces parvus NPDC085581,NZ_JBFBKC010000014.1,127439,129183,3.0698,1,1
Streptomyces parvus NPDC056348,NZ_JBHJQO010000075.1,28954,30698,3.0699,1,1
Streptomyces parvus NPDC057161,NZ_JBHUVQ010000024.1,98400,100144,3.0698,1,1
Streptomyces parvus NPDC060125,NZ_JBHWXS010000037.1,29021,30765,3.0687,1,1
Streptomyces parvus NPDC059047,NZ_JBHYIB010000014.1,98894,100638,3.0701,1,1
Streptomyces parvus NPDC059044,NZ_JBHYID010000021.1,98727,100471,3.0701,1,1
Streptomyces parvus A612,CP159802.1,8097906,8099650,3.0685,1,1
Streptomyces parvus JCM 4069,NZ_BMRY01000018.1,47004,48748,3.0697,1,1
Streptomyces parvus NPDC000402,NZ_JBEPDP010000024.1,46972,48716,3.0697,1,1
Streptomyces parvus NPDC027710,NZ_JBEZXJ010000023.1,66716,68460,3.0686,1,1
Streptomyces parvus NRRL B-1455,NZ_VXCD01000030.1,38993,40737,3.0686,1,1
Streptomyces parvus NRRL B-1455,VXCD01000030.1,38993,40737,3.0697,1,1
Streptomyces anulatus NRRL B-3362,NZ_JNXS01000038.1,30032,31772,3.0706,1,1
Streptomyces anulatus NRRL B-2873,NZ_JOEZ01000037.1,41253,42993,3.0706,1,1
Streptomyces sp. ATCC51928 ATCC 51928,NZ_JARAZQ010000007.1,72580,74320,3.0722,1,1
Streptomyces baarnensis assi-23TB,NZ_JBAJJN010000023.1,29728,31468,3.0720,1,1
Streptomyces baarnensis NRRL B-2842,NZ_KL573547.1,128973,130713,3.0720,1,1
Streptomyces caviscabies CGMCC 4.1836,NZ_JBHTCK010000009.1,389031,390771,3.0722,1,1
Streptomyces durocortorensis RHZ10,NZ_JAFEUF010000008.1,21887,23630,3.0674,1,1
Streptomyces durocortorensis C11-1,NZ_CP134500.1,133745,135484,3.0705,1,1
Streptomyces cyaneofuscatus NPDC053817,NZ_JBFASC010000006.1,38869,40604,3.0670,1,1
Streptomyces cyaneofuscatus NPDC050083,NZ_JBITKA010000014.1,36689,38425,3.0667,1,1
Streptomyces cyaneofuscatus NPDC088753,NZ_JBFBHX010000055.1,1059,2795,3.0666,1,1
Streptomyces cyaneofuscatus NPDC008151,NZ_JBIBHI010000020.1,31818,33554,3.0666,1,1
Streptomyces cyaneofuscatus NPDC088912,NZ_JBIVIT010000023.1,31818,33554,3.0666,1,1
Streptomyces cyaneofuscatus NPDC088718,NZ_JBIVLT010000026.1,31818,33554,3.0666,1,1
Streptomyces cyaneofuscatus NPDC088697,NZ_JBIVLX010000024.1,31818,33554,3.0666,1,1
Streptomyces cyaneofuscatus SID10855,NZ_JAAGLO010000001.1,466227,467963,3.0664,1,1
Streptomyces cyaneofuscatus SID10855,JAAGLO010000001.1,466227,467963,3.0676,1,1
Streptomyces cyaneofuscatus CTM50504,NZ_JAYXBL010000056.1,23327,25063,3.0666,1,1
Streptomyces cyaneofuscatus NPDC006282,NZ_JBEXSA010000001.1,59727,61463,3.0662,1,1
Streptomyces cyaneofuscatus NPDC006179,NZ_JBEXTH010000057.1,41310,43046,3.0667,1,1
Streptomyces cyaneofuscatus NPDC005911,NZ_JBEXVT010000005.1,42942,44678,3.0664,1,1
Streptomyces cyaneofuscatus NPDC024065,NZ_JBEZYW010000033.1,41379,43115,3.0664,1,1
Streptomyces cyaneofuscatus NPDC093536,NZ_JBFBEB010000036.1,22458,24194,3.0664,1,1
Streptomyces cyaneofuscatus NPDC093168,NZ_JBFBEU010000016.1,52053,53789,3.0665,1,1
Streptomyces cyaneofuscatus NPDC088751,NZ_JBFBHZ010000025.1,31816,33552,3.0665,1,1
Streptomyces cyaneofuscatus UTDF22-4-2,NZ_JBFLVF010000035.1,4525,6261,3.0664,1,1
Streptomyces cyaneofuscatus NPDC057087,NZ_JBHUTP010000062.1,4461,6197,3.0664,1,1
Streptomyces cyaneofuscatus NPDC057264,NZ_JBHUYD010000008.1,175652,177388,3.0664,1,1
Streptomyces cyaneofuscatus NPDC057270,NZ_JBHUYI010000061.1,4458,6194,3.0664,1,1
Streptomyces cyaneofuscatus NPDC058627,NZ_JBHXQV010000055.1,41391,43127,3.0667,1,1
Streptomyces cyaneofuscatus NPDC058634,NZ_JBHXRB010000032.1,37873,39608,3.0667,1,1
Streptomyces cyaneofuscatus NPDC058635,NZ_JBHXRC010000011.1,266929,268664,3.0667,1,1
Streptomyces cyaneofuscatus NPDC058744,NZ_JBHYQF010000003.1,110578,112314,3.0661,1,1
Streptomyces cyaneofuscatus NPDC007888,NZ_JBIADX010000009.1,160937,162673,3.0663,1,1
Streptomyces cyaneofuscatus NPDC008029,NZ_JBIBIR010000006.1,465435,467171,3.0664,1,1
Streptomyces cyaneofuscatus NPDC007919,NZ_JBIBKI010000014.1,160918,162654,3.0663,1,1
Streptomyces cyaneofuscatus NPDC101785,NZ_JBIWMQ010000011.1,162730,164466,3.0666,1,1
Streptomyces cyaneofuscatus NRRL B-2570,NZ_JOEM01000008.1,40894,42630,3.0664,1,1
Streptomyces cyaneofuscatus NPDC058616,NZ_JBHXQK010000017.1,41739,43475,3.0663,1,1
Streptomyces cyaneofuscatus NPDC058630,NZ_JBHXQX010000020.1,81890,83626,3.0663,1,1
Streptomyces cyaneofuscatus NPDC058702,NZ_JBHXSZ010000027.1,41744,43480,3.0663,1,1
Streptomyces cyaneofuscatus NPDC006253,NZ_JBEXSK010000046.1,56253,57989,3.0665,1,1
Streptomyces cyaneofuscatus NPDC058568,NZ_JBHXOX010000019.1,165827,167562,3.0657,1,1
Streptomyces cyaneofuscatus NPDC058569,NZ_JBHXOY010000042.1,41706,43441,3.0657,1,1
Streptomyces cyaneofuscatus NPDC059719,NZ_JBHWGB010000018.1,110510,112246,3.0660,1,1
Streptomyces cyaneofuscatus NPDC059435,NZ_JBHYVS010000063.1,4040,5776,3.0660,1,1
Streptomyces cyaneofuscatus 89-2-2,NZ_CP137002.1,8017647,8019382,3.0658,1,1
Streptomyces cyaneofuscatus NEB1061,NZ_CP141532.1,163223,164958,3.0659,1,1
Streptomyces cyaneofuscatus NPDC004112,NZ_JBEXMG010000025.1,40691,42426,3.0655,1,1
Streptomyces cyaneofuscatus NPDC048744,NZ_JBEZGU010000016.1,55468,57203,3.0657,1,1
Streptomyces cyaneofuscatus NPDC057947,NZ_JBHVPM010000054.1,4456,6191,3.0658,1,1
Streptomyces cyaneofuscatus NPDC058024,NZ_JBHVRH010000027.1,41918,43653,3.0658,1,1
Streptomyces cyaneofuscatus NPDC058050,NZ_JBHVRV010000017.1,40829,42564,3.0658,1,1
Streptomyces cyaneofuscatus NPDC058069,NZ_JBHVSJ010000027.1,40829,42564,3.0658,1,1
Streptomyces cyaneofuscatus NPDC058531,NZ_JBHXNT010000037.1,40629,42364,3.0658,1,1
Streptomyces cyaneofuscatus NPDC059107,NZ_JBHZDY010000015.1,164271,166006,3.0658,1,1
Streptomyces cyaneofuscatus NPDC059106,NZ_JBHZDZ010000077.1,4543,6278,3.0658,1,1
Streptomyces cyaneofuscatus NPDC007842,NZ_JBIAEG010000025.1,31581,33316,3.0660,1,1
Streptomyces cyaneofuscatus NPDC001906,NZ_JBIASX010000003.1,820660,822395,3.0662,1,1
Streptomyces cyaneofuscatus NPDC091069,NZ_JBIVWK010000004.1,793899,795634,3.0662,1,1
Streptomyces cyaneofuscatus NPDC101403,NZ_JBIWNQ010000012.1,121733,123468,3.0661,1,1
Streptomyces cyaneofuscatus NPDC098670,NZ_JBIWAO010000012.1,138592,140328,3.0667,1,1
Streptomyces cyaneofuscatus NPDC051594,NZ_JBITDD010000004.1,50460,52195,3.0656,1,1
Streptomyces cyaneofuscatus NPDC058031,NZ_JBHVRJ010000022.1,42578,44313,3.0660,1,1
Streptomyces cyaneofuscatus NPDC059645,NZ_JBHWDR010000031.1,40888,42623,3.0659,1,1
Streptomyces cyaneofuscatus NPDC085641,NZ_JBITSU010000018.1,40632,42367,3.0657,1,1
Streptomyces cyaneofuscatus NPDC006880,NZ_JBEYII010000208.1,4471,6196,3.0658,1,1
Streptomyces cyaneofuscatus NBC_01338,NZ_CP108367.1,166029,167764,3.0655,1,1
Streptomyces cyaneofuscatus NBC_01338,CP108367.1,166029,167764,3.0666,1,1
Streptomyces cyaneofuscatus NBC_01606,NZ_CP109309.1,8134936,8136671,3.0656,1,1
Streptomyces cyaneofuscatus NBC_01606,CP109309.1,8134936,8136671,3.0667,1,1
Streptomyces cyaneofuscatus NPDC001580,NZ_JBEPAG010000018.1,142957,144693,3.0655,1,1
Streptomyces cyaneofuscatus NPDC005326,NZ_JBEXGD010000009.1,86245,87981,3.0656,1,1
Streptomyces cyaneofuscatus NPDC056507,NZ_JBHTSX010000063.1,4007,5743,3.0654,1,1
Streptomyces cyaneofuscatus NPDC056518,NZ_JBHTTI010000064.1,4007,5743,3.0654,1,1
Streptomyces cyaneofuscatus NPDC056655,NZ_JBHTXA010000050.1,42158,43894,3.0654,1,1
Streptomyces cyaneofuscatus NPDC056674,NZ_JBHTXP010000039.1,42177,43913,3.0654,1,1
Streptomyces cyaneofuscatus NPDC056842,NZ_JBHUBD010000033.1,42932,44668,3.0654,1,1
Streptomyces cyaneofuscatus NPDC057930,NZ_JBHVOY010000002.1,72240,73976,3.0652,1,1
Streptomyces cyaneofuscatus NPDC059940,NZ_JBHWLP010000009.1,135874,137609,3.0656,1,1
Streptomyces cyaneofuscatus NPDC060087,NZ_JBHWXA010000114.1,4007,5742,3.0656,1,1
Streptomyces cyaneofuscatus NPDC060323,NZ_JBHXCJ010000066.1,32640,34376,3.0655,1,1
Streptomyces cyaneofuscatus NPDC018052,NZ_JBIRFF010000011.1,87536,89271,3.0655,1,1
Streptomyces cyaneofuscatus NPDC051557,NZ_JBITDO010000015.1,174747,176482,3.0655,1,1
Streptomyces cyaneofuscatus NPDC086092,NZ_JBIVCG010000012.1,57276,59012,3.0653,1,1
Streptomyces cyaneofuscatus NPDC102474,NZ_JBIWJX010000007.1,42621,44356,3.0655,1,1
Streptomyces cyaneofuscatus NBC_00835,NZ_CP108861.1,8158126,8159862,3.0675,1,1
Streptomyces cyaneofuscatus NBC_00835,CP108861.1,8158126,8159862,3.0688,1,1
Streptomyces cyaneofuscatus NBC 01792,NZ_CP109083.1,68377,70113,3.0675,1,1
Streptomyces cyaneofuscatus NBC 01792,CP109083.1,68377,70113,3.0688,1,1
Streptomyces cyaneofuscatus NBC 01749,NZ_CP109140.1,7872876,7874612,3.0675,1,1
Streptomyces cyaneofuscatus NBC 01749,CP109140.1,7872876,7874612,3.0688,1,1
Streptomyces sp. Tue 6075 Tue6075,NZ_CP010833.1,7821647,7823391,3.0671,1,1
Streptomyces globisporus M 1,JAJIRU010000037.1,20323,22067,3.0705,1,1
Streptomyces globisporus NPDC015000,NZ_JBIBVV010000008.1,91711,93455,3.0657,1,1
Streptomyces globisporus NPDC007889,NZ_JBIADW010000025.1,65485,67229,3.0685,1,1
Streptomyces globisporus NPDC050596,NZ_JBFAIY010000017.1,93724,95468,3.0682,1,1
Streptomyces globisporus NPDC057090,NZ_JBHUTR010000042.1,24910,26654,3.0682,1,1
Streptomyces globisporus NPDC016169,NZ_JBIBSK010000006.1,82304,84048,3.0682,1,1
Streptomyces globisporus NPDC017518,NZ_JBIRKC010000017.1,73721,75465,3.0682,1,1
Streptomyces globisporus NPDC017511,NZ_JBIRKH010000019.1,73721,75465,3.0682,1,1
Streptomyces globisporus NPDC017505,NZ_JBIRKJ010000021.1,42686,44430,3.0682,1,1
Streptomyces globisporus NPDC090636,NZ_JBIVXG010000020.1,20393,22137,3.0682,1,1
Streptomyces globisporus TFH56,NZ_CP029361.1,7385109,7386850,3.0655,1,1
Streptomyces globisporus TFH56,CP029361.1,7385109,7386850,3.0668,1,1
Streptomyces globisporus NPDC017169,NZ_JBIRNW010000018.1,67978,69719,3.0668,1,1
Streptomyces globisporus NPDC036726,NZ_JBFAFC010000021.1,93828,95569,3.0668,1,1
Streptomyces globisporus NPDC059632,NZ_JBHWDF010000115.1,4704,6445,3.0668,1,1
Streptomyces globisporus NPDC059666,NZ_JBHWEJ010000040.1,4697,6438,3.0655,1,1
Streptomyces globisporus NPDC127181,NZ_JBHXUZ010000024.1,38437,40178,3.0668,1,1
Streptomyces globisporus NPDC059199,NZ_JBHZBD010000294.1,4742,6483,3.0655,1,1
Streptomyces globisporus,NZ_CAKXYP010000015.1,40037,41778,3.0655,1,1
Streptomyces globisporus,CAKXYP010000015.1,40037,41778,3.0668,1,1
Streptomyces globisporus NPDC020133,NZ_JBEYJX010000041.1,25890,27631,3.0655,1,1
Streptomyces globisporus NPDC059635,NZ_JBHWDI010000016.1,100948,102689,3.0655,1,1
Streptomyces globisporus NPDC059662,NZ_JBHWEF010000043.1,25830,27571,3.0655,1,1
Streptomyces globisporus NPDC014788,NZ_JBIBXM010000005.1,409138,410879,3.0655,1,1
Streptomyces globisporus NPDC014751,NZ_JBIBYB010000004.1,410612,412353,3.0655,1,1
Streptomyces globisporus NPDC014750,NZ_JBIBYC010000004.1,410467,412208,3.0655,1,1
Streptomyces globisporus NPDC014736,NZ_JBIBYL010000009.1,101085,102826,3.0655,1,1
Streptomyces globisporus NPDC014678,NZ_JBIBZG010000004.1,153723,155464,3.0655,1,1
Streptomyces globisporus NPDC014677,NZ_JBIBZH010000001.1,143765,145506,3.0655,1,1
Streptomyces globisporus NPDC017200,NZ_JBIRNR010000023.1,25930,27671,3.0668,1,1
Streptomyces globisporus NPDC017128,NZ_JBIROK010000023.1,45416,47157,3.0655,1,1
Streptomyces globisporus NPDC101763,NZ_JBIWMY010000005.1,101216,102960,3.0674,1,1
Streptomyces globisporus C-1027,NZ_CP013738.1,182216,183960,3.0660,1,1
Streptomyces globisporus C-1027,CP013738.1,182216,183960,3.0672,1,1
Streptomyces globisporus JCM 4378,NZ_BMTG01000006.1,310212,311953,3.0654,1,1
Streptomyces globisporus JCM 4378,BMTG01000006.1,310212,311953,3.0667,1,1
Streptomyces globisporus NBC_01211,NZ_CP108546.1,7460585,7462326,3.0657,1,1
Streptomyces globisporus NBC_01211,CP108546.1,7460585,7462326,3.0669,1,1
Streptomyces globisporus NBC_01004,NZ_CP109059.1,7509660,7511401,3.0654,1,1
Streptomyces globisporus NBC_01004,CP109059.1,7509660,7511401,3.0667,1,1
