Organism,Scaffold,Start,End,Score,CAB92267.1
Streptomyces sp. NPDC127164,NZ_JBHXUL010000038.1,1358,1889,1.0183,1
Streptomyces sp. NPDC057367,NZ_JBHVAT010000046.1,1368,1899,1.0182,1
Streptomyces sp. NPDC045251,NZ_JBEZAS010000025.1,71253,71700,1.0179,1
Streptomyces sp. NPDC029519,NZ_JBEZWF010000014.1,52759,53206,1.0179,1
Streptomyces sp. NPDC059409,NZ_JBHYWH010000143.1,0,507,1.0178,1
Streptomyces sp. NPDC020996,NZ_JBFADM010000020.1,58911,59427,1.0174,1
Streptomyces sp. CB02414,LIPF01000001.1,969784,970252,1.0172,1
Streptomyces sp. CB02414,NZ_LIPF01000001.1,969784,970231,1.0162,1
Streptomyces sp. NPDC057376,NZ_JBHVBB010000011.1,66721,67336,1.0172,1
Streptomyces sp. SID8352,NZ_WWGX01000030.1,275438,275987,1.0171,1
Streptomyces sp. NPDC052077,NZ_JBFAWN010000005.1,189154,189703,1.0170,1
Streptomyces sp. SHP 1-2,NZ_JACVCW010000011.1,122622,123171,1.0169,1
Streptomyces sp. TP-A0875,NZ_BBZE01000011.1,314408,314951,1.0169,1
Streptomyces sp. SCSIO 75703,NZ_CP144555.1,4579254,4579797,1.0169,1
Streptomyces sp. NPDC020490,NZ_JBIRUY010000005.1,48122,48638,1.0168,1
Streptomyces sp. AD55,NZ_JBGLOS010000010.1,92698,93241,1.0168,1
Streptomyces sp. NPDC086777,NZ_JBFBJI010000024.1,104550,105030,1.0167,1
Streptomyces sp. NPDC028635,NZ_JBEZWX010000002.1,307941,308466,1.0166,1
Streptomyces sp. Ru71,NZ_PQSS01000062.1,38360,38849,1.0165,1
Streptomyces sp. SID5477,WWIG01001706.1,6628,6947,1.0163,1
Streptomyces sp. NPDC090499,NZ_JBIVXP010000001.1,1550237,1550717,1.0164,1
Streptomyces sp. NPDC090493,NZ_JBIVXR010000003.1,115857,116337,1.0164,1
Streptomyces sp. NRRL F-5065,NZ_JOHV01000004.1,69198,69741,1.0165,1
Streptomyces sp. NPDC000987,NZ_JBEPBL010000002.1,31911,32427,1.0164,1
Streptomyces sp. NPDC058794,NZ_JBHYOR010000076.1,34027,34585,1.0164,1
Streptomyces sp. H51,NZ_JAYMHD010000020.1,67047,67563,1.0162,1
Streptomyces sp. NPDC058848,NZ_JBHYMZ010000021.1,45053,45611,1.0162,1
Streptomyces sp. NPDC058847,NZ_JBHYNA010000057.1,14065,14623,1.0162,1
Streptomyces sp. NPDC058832,NZ_JBHYNL010000051.1,14071,14629,1.0162,1
Streptomyces sp. NPDC058830,NZ_JBHYNN010000102.1,1204,1762,1.0162,1
Streptomyces sp. NPDC058829,NZ_JBHYNO010000017.1,45053,45611,1.0162,1
Streptomyces sp. NPDC058828,NZ_JBHYNP010000012.1,34022,34580,1.0162,1
Streptomyces sp. NPDC058826,NZ_JBHYNR010000065.1,34106,34664,1.0162,1
Streptomyces sp. NPDC058825,NZ_JBHYNS010000054.1,34022,34580,1.0162,1
Streptomyces sp. NPDC058807,NZ_JBHYOG010000001.1,362222,362780,1.0162,1
Streptomyces sp. NPDC058796,NZ_JBHYOP010000001.1,798153,798711,1.0162,1
Streptomyces sp. NPDC058793,NZ_JBHYOS010000001.1,797962,798520,1.0162,1
Streptomyces sp. NPDC013157,NZ_JBIBAK010000006.1,94851,95346,1.0160,1
Streptomyces sp. NPDC056683,NZ_JBHTXT010000009.1,133183,133663,1.0160,1
Streptomyces sp. Act143,NZ_QFRX01000001.1,7081580,7082147,1.0160,1
Streptomyces sp. NPDC001797,NZ_JBIAUB010000001.1,1292645,1293125,1.0158,1
Streptomyces sp. NPDC001601,NZ_JBIAUZ010000001.1,131247,131727,1.0158,1
Streptomyces sp. NPDC048281,NZ_JBEZLN010000015.1,220715,221204,1.0158,1
Streptomyces sp. NPDC048278,NZ_JBEZLP010000004.1,335449,335938,1.0158,1
Streptomyces sp. NPDC088387,NZ_JBIVNC010000009.1,372339,372810,1.0157,1
Streptomyces sp. RG80,NZ_JBEAAJ010000007.1,67703,68165,1.0157,1
Streptomyces sp. NPDC001093,NZ_JBEPBF010000050.1,58202,58700,1.0156,1
Streptomyces sp. NPDC001980,NZ_JBEOYD010000001.1,20867,21362,1.0155,1
Streptomyces sp. NPDC017260,NZ_JBIRMN010000010.1,165375,165936,1.0155,1
Streptomyces sp. NPDC017259,NZ_JBIRMO010000010.1,165873,166434,1.0155,1
Streptomyces sp. NPDC017225,NZ_JBIRNE010000010.1,122986,123547,1.0155,1
Streptomyces sp. NPDC126514,NZ_JBEORQ010000015.1,2567,3050,1.0154,1
Streptomyces sp. RB17,WEGL01000001.1,377543,378038,1.0154,1
Streptomyces sp. NPDC001833,NZ_JBEOYT010000249.1,2576,3071,1.0154,1
Streptomyces sp. NPDC091377,NZ_JBIVUE010000002.1,414579,415041,1.0153,1
Streptomyces sp. YS415,NZ_JAMJFL010000031.1,13561,14044,1.0152,1
Streptomyces sp. NPDC057798,NZ_JBHVLD010000028.1,2579,3062,1.0152,1
Streptomyces sp. DH41,NZ_JARVKY010000001.1,352526,353114,1.0153,1
Streptomyces sp. NPDC017454,NZ_JBIRLK010000002.1,380652,381240,1.0153,1
Streptomyces sp. NPDC017230,NZ_JBIRNC010000005.1,359967,360555,1.0153,1
Streptomyces sp. NPDC017227,NZ_JBIRND010000005.1,360174,360762,1.0153,1
Streptomyces sp. NPDC033538,NZ_JBEZVH010000001.1,359256,359832,1.0153,1
Streptomyces sp. NPDC001507,NZ_JBIAVV010000003.1,444027,444543,1.0152,1
Streptomyces sp. NPDC059680,NZ_JBHWET010000051.1,23384,23882,1.0151,1
Streptomyces sp. NPDC088789,NZ_JBIVKF010000011.1,46085,46547,1.0151,1
Streptomyces sp. NPDC052415,NZ_JBIUAV010000009.1,183545,184028,1.0151,1
Streptomyces sp. NPDC008092,NZ_JBIBHY010000004.1,420293,420800,1.0151,1
Streptomyces sp. 4F,NACY01000220.1,1437,2013,1.0152,1
Streptomyces sp. NPDC012466,NZ_JBIBEQ010000002.1,697523,698003,1.0150,1
Streptomyces sp. Ag109_O5-10,NZ_FNTQ01000001.1,6101049,6101529,1.0149,1
Streptomyces sp. NPDC094038,NZ_JBIWID010000007.1,107141,107636,1.0149,1
Streptomyces sp. SAI-127,NZ_JARXYJ010000001.1,6679669,6680158,1.0149,1
Streptomyces sp. SAI-144,NZ_JARXYK010000001.1,3260410,3260899,1.0149,1
Streptomyces sp. NPDC000351,NZ_JBEPDW010000075.1,620,1184,1.0150,1
Streptomyces sp. NBC_00631,NZ_CP107734.1,4214248,4214743,1.0149,1
Streptomyces sp. NPDC050674,NZ_JBFAIG010000006.1,343823,344303,1.0149,1
Streptomyces sp. NPDC057363,NZ_JBHVAP010000028.1,92164,92752,1.0150,1
Streptomyces sp. NPDC059868,NZ_JBHWJU010000002.1,356877,357483,1.0150,1
Streptomyces sp. TSRI0107,NZ_LIVZ01000001.1,356721,357327,1.0150,1
Streptomyces sp. NPDC001260,NZ_JBIAXQ010000001.1,411134,411638,1.0149,1
Streptomyces sp. NPDC059627,JBHWDC010001059.1,739,1231,1.0148,1
Streptomyces sp. SX92,NZ_CP132593.1,6204017,6204506,1.0148,1
Streptomyces sp. WM6386,NZ_JXTE01000089.1,9801,10263,1.0147,1
Streptomyces sp. SW4,QKWM01000004.1,3251840,3252350,1.0147,1
Streptomyces sp. NPDC005760,NZ_JBEXXY010000012.1,65225,65705,1.0147,1
Streptomyces sp. NPDC001708,NZ_JBIAUM010000005.1,230953,231433,1.0147,1
Streptomyces sp. NPDC001668,NZ_JBIAUQ010000001.1,387333,387813,1.0147,1
Streptomyces sp. NPDC005925,NZ_JBEXVL010000003.1,76414,76987,1.0148,1
Streptomyces sp. NBC_00582,NZ_CP107772.1,6946436,6946910,1.0147,1
Streptomyces sp. RP5T,NZ_RSAJ01000430.1,552,1044,1.0146,1
Streptomyces sp. T028,NZ_JBLRVZ010000017.1,28615,29128,1.0146,1
Streptomyces sp. NPDC096132,NZ_JBIWGA010000001.1,377481,377955,1.0146,1
Streptomyces sp. NPDC001714,NZ_JBIAUL010000005.1,464608,465103,1.0146,1
Streptomyces sp. NPDC005811,NZ_JBEXXK010000080.1,16190,16694,1.0145,1
Streptomyces sp. NPDC014776,NZ_JBIBXS010000006.1,166708,167227,1.0145,1
Streptomyces sp. NPDC058733,NZ_JBHYQP010000001.1,90754,91282,1.0145,1
Streptomyces sp. NPDC014805,NZ_JBIBXD010000001.1,482744,483272,1.0145,1
Streptomyces sp. NPDC014802,NZ_JBIBXF010000001.1,334853,335381,1.0145,1
Streptomyces sp. NPDC001852,NZ_JBIATN010000031.1,103186,103684,1.0145,1
Streptomyces sp. NPDC014796,NZ_JBIBXI010000002.1,327486,328014,1.0145,1
Streptomyces sp. NPDC014777,NZ_JBIBXR010000002.1,327451,327979,1.0145,1
Streptomyces sp. NPDC014801,NZ_JBIBXG010000001.1,297156,297675,1.0145,1
Streptomyces sp. CC0208,NZ_CP031969.1,5756511,5756991,1.0144,1
Streptomyces sp. SID5470,NZ_WWIM01000001.1,3452482,3452962,1.0144,1
Streptomyces sp. DSM 15324,NZ_KQ949023.1,370587,371088,1.0144,1
Streptomyces sp. ZSW22,NZ_JAUEPA010000081.1,858,1434,1.0144,1
Streptomyces sp. JB150,NZ_CP049780.1,2610917,2611448,1.0144,1
Streptomyces sp. NPDC003283,NZ_JBIAOV010000032.1,33159,33702,1.0144,1
Streptomyces sp. NPDC127063,NZ_JBHXEI010000002.1,265803,266322,1.0144,1
Streptomyces sp. NPDC058731,NZ_JBHYQR010000004.1,87634,88153,1.0144,1
Streptomyces sp. MA25(2023),NZ_JAUEPC010000001.1,357148,357715,1.0144,1
Streptomyces sp. DSM 42143,NZ_JAUSVD010000001.1,5097959,5098526,1.0144,1
Streptomyces sp. NPDC052020,NZ_JBFAWY010000033.1,69665,70202,1.0143,1
Streptomyces sp.,JAEKKT010000154.1,18589,18991,1.0142,1
Streptomyces sp.,NZ_JAEKKT010000154.1,18589,19015,1.0141,1
Streptomyces sp. NRRL WC-3774,NZ_JOBZ01000601.1,5297,5652,1.0141,1
Streptomyces sp. NPDC015171,NZ_JBIBUO010000004.1,332,812,1.0142,1
Streptomyces sp. NPDC057197,NZ_JBHUWG010000026.1,16895,17438,1.0143,1
Streptomyces sp. SAT1,NZ_CP015849.1,2472227,2472776,1.0143,1
Streptomyces sp. NPDC058317,NZ_JBHVZJ010000024.1,89605,90154,1.0143,1
Streptomyces sp. NPDC058319,NZ_JBITWP010000027.1,42927,43476,1.0143,1
Streptomyces sp. NPDC004042,NZ_JBEXMN010000022.1,74710,75259,1.0143,1
Streptomyces sp. NPDC007162,NZ_JBEYFC010000136.1,18100,18595,1.0142,1
Streptomyces sp. NPDC090106,NZ_JBIVDS010000001.1,492401,492878,1.0141,1
Streptomyces sp. NPDC015220,NZ_JBIBUK010000001.1,867627,868128,1.0141,1
Streptomyces sp. PsTaAH-124,NZ_KB892175.1,40435,40972,1.0142,1
Streptomyces sp. NPDC059570,NZ_JBHWBV010000038.1,31449,31992,1.0142,1
Streptomyces sp. NPDC059631,NZ_JBHWDE010000037.1,41046,41589,1.0142,1
Streptomyces sp. NPDC059641,NZ_JBHWDO010000075.1,17156,17699,1.0142,1
Streptomyces sp. SS7,NZ_CP141223.1,6319410,6319911,1.0141,1
Streptomyces sp. NPDC088794,NZ_JBIVKB010000008.1,333977,334472,1.0141,1
Streptomyces sp. NPDC014806,NZ_JBIBXC010000002.1,270962,271481,1.0141,1
Streptomyces sp. NPDC057413,NZ_JBHVCG010000003.1,288085,288613,1.0141,1
Streptomyces sp. NPDC014820,NZ_JBIBXA010000007.1,10816,11344,1.0141,1
Streptomyces sp. NPDC014803,NZ_JBIBXE010000009.1,325018,325546,1.0141,1
Streptomyces sp. NPDC014792,NZ_JBIBXK010000007.1,10368,10896,1.0141,1
Streptomyces sp. NPDC014791,NZ_JBIBXL010000009.1,10633,11161,1.0141,1
Streptomyces sp. NPDC014758,NZ_JBIBYA010000010.1,325018,325546,1.0141,1
Streptomyces sp. NPDC006476,NZ_JBEXPK010000017.1,15300,15801,1.0140,1
Streptomyces sp. alain-838,NQNW01000288.1,3346,3922,1.0141,1
Streptomyces sp. ISL-12,NZ_JAGGOO010000023.1,18788,19352,1.0141,1
Streptomyces sp. NPDC059696,NZ_JBHWFG010000024.1,1873,2353,1.0140,1
Streptomyces sp. NPDC058464,NZ_JBHXMA010000094.1,10408,10903,1.0140,1
Streptomyces sp. NPDC092369,NZ_JBIVQP010000002.1,1268773,1269265,1.0140,1
Streptomyces sp. NPDC102270,NZ_JBIWLX010000001.1,340580,341063,1.0140,1
Streptomyces sp. DH17,JARVKX010000003.1,417120,417696,1.0140,1
Streptomyces sp. Alain-F2R5,NQOS01000206.1,687,1263,1.0140,1
Streptomyces sp. NPDC059582,NZ_JBHWCC010000004.1,76438,76984,1.0140,1
Streptomyces sp. P17,NZ_JAVRBF010000058.1,12127,12592,1.0139,1
Streptomyces sp. NBC_01352,NZ_CP108354.1,6924972,6925479,1.0140,1
Streptomyces sp. NBC_01604,NZ_CP109312.1,4377274,4377781,1.0140,1
Streptomyces sp. NBC_01373,NZ_JAPEPG010000001.1,4082139,4082646,1.0140,1
Streptomyces sp. MMS24-I2-30,NZ_JBJLZY010000001.1,3099994,3100486,1.0139,1
Streptomyces sp. BK022,NZ_SHKU01000003.1,286204,286687,1.0139,1
Streptomyces violaceoruber CGMCC 4.1801,NZ_CP137734.1,5522956,5523526,1.0363,1
Streptomyces violaceoruber JCM 4423,BAABGV010000070.1,520,1090,1.0360,1
Streptomyces violaceoruber NRRL S-12,NZ_JOCE01000013.1,56008,56578,1.0359,1
Streptomyces violaceolatus JCM 4531,NZ_BAAASK010000006.1,229565,230135,1.0359,1
Streptomyces lividans 1326,NZ_CM001889.1,3158145,3158715,1.0359,1
Streptomyces lividans TK24,NZ_CP009124.1,5389384,5389954,1.0359,1
Streptomyces lividans TK23,AP025539.1,2937277,2937847,1.0359,1
Streptomyces lividans TK24 DG2-P41,CP071123.1,5425012,5425582,1.0359,1
Streptomyces lividans TK24-YQS040,CP071800.1,5404875,5405445,1.0359,1
Streptomyces rubrogriseus IPS92ro,NZ_JAPWHU010000074.1,2414,2984,1.0355,1
Streptomyces rubrogriseus NBRC 15455,NZ_BEWD01000007.1,364032,364602,1.0353,1
Streptomyces rubrogriseus NPDC059658,NZ_JBHWEC010000003.1,306062,306632,1.0353,1
Streptomyces rubrogriseus NPDC058346,NZ_JBHXIH010000013.1,193920,194490,1.0353,1
Streptomyces rubrogriseus NPDC014811,NZ_JBIBXB010000001.1,352284,352854,1.0353,1
Streptomyces rubrogriseus NPDC018032,NZ_JBIRFS010000001.1,355897,356467,1.0352,1
Streptomyces rubrogriseus NPDC090058,NZ_JBIVEP010000006.1,303415,303985,1.0351,1
Streptomyces rubrogriseus NPDC085456,NZ_JBITTP010000007.1,352807,353386,1.0349,1
Streptomyces rubrogriseus SID7739,NZ_JAAGMQ010000754.1,0,380,1.0244,1
Streptomyces tendae NPDC003747,NZ_JBIANV010000008.1,368234,368837,1.0311,1
Streptomyces tendae NPDC004691,NZ_JBEXJW010000009.1,170871,171474,1.0308,1
Streptomyces tendae NPDC004678,NZ_JBEXJY010000011.1,161983,162586,1.0308,1
Streptomyces tendae NPDC087193,NZ_JBIUZI010000005.1,358074,358638,1.0296,1
Streptomyces tendae NPDC058332,NZ_JBHXHU010000016.1,227690,228272,1.0294,1
Streptomyces tendae NPDC058343,NZ_JBHXIE010000019.1,101040,101622,1.0294,1
Streptomyces tendae NPDC058356,NZ_JBHXIR010000003.1,387277,387859,1.0294,1
Streptomyces tendae NPDC058359,NZ_JBHXIU010000004.1,396411,396993,1.0294,1
Streptomyces tendae NPDC003773,NZ_JBIANU010000001.1,376630,377233,1.0290,1
Streptomyces tendae NPDC059843,NZ_JBHWJC010000055.1,30447,31050,1.0288,1
Streptomyces tendae NPDC059847,NZ_JBHWJF010000008.1,212601,213204,1.0288,1
Streptomyces tendae NPDC003786,NZ_JBIANS010000008.1,39851,40454,1.0288,1
Streptomyces tendae NPDC048598,NZ_JBEZID010000014.1,79008,79608,1.0288,1
Streptomyces tendae NPDC048226,NZ_JBICZZ010000008.1,167905,168475,1.0286,1
Streptomyces tendae NPDC057734,NZ_JBHVJS010000034.1,30434,31019,1.0286,1
Streptomyces tendae NPDC057753,NZ_JBHVKB010000012.1,287654,288239,1.0286,1
Streptomyces tendae,NZ_CANLXQ010000002.1,545336,545918,1.0285,1
Streptomyces tendae UTMC 3329,NZ_RSEG01000015.1,195397,196000,1.0285,1
Streptomyces tendae NPDC058331,NZ_JBHXHT010000004.1,394122,394725,1.0285,1
Streptomyces tendae NPDC048238,NZ_JBICZQ010000006.1,238114,238714,1.0283,1
Streptomyces tendae NPDC048237,NZ_JBICZR010000005.1,75304,75904,1.0283,1
Streptomyces tendae NPDC052220,NZ_JBFAVG010000001.1,623497,624115,1.0283,1
Streptomyces tendae NPDC092921,NZ_JBIVPV010000008.1,133086,133689,1.0281,1
Streptomyces tendae JCM 4610,NZ_BMUY01000003.1,388489,389059,1.0281,1
Streptomyces tendae NPDC048173,NZ_JBEZMQ010000004.1,396252,396822,1.0281,1
Streptomyces tendae NPDC048183,NZ_JBIDAP010000002.1,381175,381745,1.0281,1
Streptomyces tendae NPDC048588,NZ_JBICWD010000002.1,383499,384099,1.0281,1
Streptomyces tendae VITAKN,NZ_JAAIFS010000002.1,361124,361694,1.0281,1
Streptomyces tendae NPDC001382,NZ_JBEPAR010000004.1,377658,378228,1.0281,1
Streptomyces tendae NPDC004977,NZ_JBEXJE010000005.1,372270,372840,1.0281,1
Streptomyces tendae NPDC003768,NZ_JBEXMU010000015.1,27807,28377,1.0281,1
Streptomyces tendae NPDC052110,NZ_JBFAWE010000024.1,49489,50059,1.0281,1
Streptomyces tendae NPDC001029,NZ_JBIAYI010000002.1,1027482,1028052,1.0281,1
Streptomyces tendae CALK1-4,NZ_JBIQWK010000002.1,334697,335267,1.0278,1
Streptomyces tendae NPDC006280,NZ_JBEXSB010000002.1,114452,115052,1.0277,1
Streptomyces tendae NPDC101120,NZ_JBIVZF010000010.1,375010,375580,1.0276,1
Streptomyces tendae NPDC058950,NZ_JBHYKQ010000047.1,17857,18421,1.0276,1
Streptomyces tendae NPDC058749,NZ_JBHYQA010000007.1,213488,214052,1.0276,1
Streptomyces tendae NPDC047797,NZ_JBEYSE010000002.1,115827,116391,1.0275,1
Streptomyces tendae NPDC047796,NZ_JBEYSF010000006.1,227560,228124,1.0275,1
Streptomyces tendae NPDC048071,NZ_JBEZNE010000005.1,114375,114939,1.0275,1
Streptomyces tendae NPDC057553,NZ_JBHVFK010000233.1,905,1469,1.0274,1
Streptomyces tendae NPDC003948,NZ_JBIANF010000008.1,359739,360303,1.0274,1
Streptomyces tendae NPDC087198,NZ_JBIUZH010000005.1,154042,154606,1.0274,1
Streptomyces tendae NPDC003830,NZ_JBIANO010000007.1,380794,381352,1.0271,1
Streptomyces tendae NPDC018039,NZ_JBIRFN010000001.1,236357,236933,1.0265,1
Streptomyces tendae NPDC018027,NZ_JBIRFX010000002.1,236484,237060,1.0265,1
Streptomyces tendae NPDC018015,NZ_JBIRGG010000002.1,688727,689303,1.0265,1
Streptomyces tendae NPDC013796,NZ_JBICBD010000009.1,299045,299603,1.0264,1
Streptomyces tendae NPDC048075,NZ_JBIDBF010000008.1,18669,19227,1.0264,1
Streptomyces tendae NPDC058912,NZ_JBHYLJ010000011.1,120463,121045,1.0258,1
Streptomyces tendae NPDC058889,NZ_JBHYLW010000001.1,120514,121096,1.0258,1
Streptomyces tendae NPDC049647,NZ_JBITLT010000003.1,384089,384689,1.0258,1
Streptomyces tendae SAI-227,NZ_JBIYET010000001.1,2812977,2813550,1.0253,1
Streptomyces hyderabadensis JCM 17657,NZ_BAABIV010000032.1,203811,204375,1.0282,1
Kitasatospora aureofaciens Tu117,AP028963.1,5636268,5636838,1.0278,1
Streptomyces violaceorubidus NRRL B-16381,NZ_JODM01000003.1,25041,25590,1.0271,1
Streptomyces violaceorubidus NPDC001615,NZ_JBEOZY010000014.1,59953,60502,1.0268,1
Streptomyces salinarius VRMG2420,NZ_JBITPR010000051.1,128910,129504,1.0240,1
Streptomyces salinarius SS06011,NZ_JACLZH010000005.1,121698,122265,1.0239,1
Streptomyces salinarius CS29,NZ_JAVCWJ010000051.1,37314,37935,1.0239,1
Streptomyces salinarius Lnu-12,NZ_JAXLNW010000017.1,15249,15843,1.0236,1
Streptomyces ardesiacus 6G-OA-21,NZ_JAMHJP010000017.1,4401,4968,1.0239,1
Streptomyces ardesiacus NBRC 15402,NZ_BEWC01000007.1,481878,482445,1.0239,1
Streptomyces ardesiacus IBSBF 3360,NZ_JAJSZE010000218.1,698,1265,1.0239,1
Streptomyces ardesiacus NPDC006376,NZ_JBEXQH010000001.1,213897,214464,1.0239,1
Streptomyces ardesiacus NPDC006166,NZ_JBEXTN010000023.1,80910,81477,1.0239,1
Streptomyces ardesiacus NPDC007026,NZ_JBEYGW010000001.1,426246,426813,1.0239,1
Streptomyces ardesiacus NPDC057174,NZ_JBHUVW010000006.1,58730,59297,1.0239,1
Streptomyces ardesiacus NPDC127099,NZ_JBHXFK010000048.1,8716,9283,1.0239,1
Streptomyces ardesiacus NPDC012537,NZ_JBIBEH010000005.1,82117,82684,1.0239,1
Streptomyces ardesiacus NPDC093072,NZ_JBIVPG010000006.1,330515,331082,1.0239,1
Streptomyces ardesiacus NPDC059588,NZ_JBHWCG010000024.1,18059,18626,1.0236,1
Streptomyces ardesiacus NPDC059739,NZ_JBHWGO010000022.1,41652,42219,1.0236,1
Streptomyces ardesiacus NPDC094450,NZ_JBEOTR010000005.1,335455,336022,1.0235,1
Streptomyces ardesiacus NPDC093086,NZ_JBIVPC010000009.1,335583,336150,1.0235,1
Streptomyces ardesiacus NPDC093553,NZ_JBIWJE010000003.1,336970,337537,1.0235,1
Streptomyces coelicoflavus LM32,NZ_JBAGKW010000012.1,72318,72894,1.0238,1
Streptomyces coelicoflavus DBR11,NZ_JAMOLO010000128.1,7765,8359,1.0236,1
Streptomyces coelicoflavus NPDC001050,NZ_JBEPBG010000004.1,166339,166954,1.0235,1
Streptomyces coelicoflavus NPDC089661,NZ_JBIVHO010000006.1,405982,406672,1.0232,1
Streptomyces coelicoflavus NPDC056964,NZ_JBHURH010000322.1,4128,4737,1.0224,1
Streptomyces coelicoflavus NPDC056610,NZ_JBHTVU010000001.1,542951,543566,1.0221,1
Streptomyces coelicoflavus NPDC058541,NZ_JBHXOB010000016.1,155587,156235,1.0221,1
Streptomyces coelicoflavus NPDC056535,NZ_JBHTTY010000035.1,28201,28831,1.0219,1
Streptomyces coelicoflavus NPDC059674,NZ_JBHWEO010000091.1,3800,4433,1.0219,1
Streptomyces coelicoflavus NBC_00099,NZ_CP108218.1,5456410,5457058,1.0218,1
Streptomyces coelicoflavus NBC_00465,NZ_JAPENQ010000001.1,3559130,3559778,1.0218,1
Streptomyces coelicoflavus NPDC059677,NZ_JBHWEQ010000001.1,121976,122624,1.0218,1
Streptomyces coelicoflavus NPDC057274,NZ_JBHUYM010000037.1,18163,18706,1.0216,1
Streptomyces coelicoflavus NPDC060121,NZ_JBFBNC010000002.1,154227,154875,1.0217,1
Streptomyces coelicoflavus NPDC060156,NZ_JBHWYF010000001.1,591936,592584,1.0217,1
Streptomyces coelicoflavus NPDC060157,NZ_JBHWYG010000002.1,136178,136826,1.0217,1
Streptomyces coelicoflavus NBC_00357,NZ_CP107977.1,2572097,2572769,1.0217,1
Streptomyces coelicoflavus NPDC059661,NZ_JBHWEE010000001.1,954772,955405,1.0216,1
Streptomyces coelicoflavus NPDC059415,NZ_JBHYWE010000008.1,58366,58999,1.0215,1
Streptomyces coelicoflavus NBRC 15399,NZ_BEWB01000002.1,297139,297595,1.0212,1
Streptomyces coelicoflavus NPDC003954,NZ_JBIANE010000005.1,215504,215960,1.0199,1
Streptomyces coelicoflavus S3018,NZ_JASDBW010000007.1,203730,204192,1.0199,1
Streptomyces coelicoflavus SID14163,NZ_JAAGMA010000392.1,5317,5684,1.0175,1
Streptomyces coelicoflavus SID14172,NZ_JAAGMB010000475.1,6582,6945,1.0175,1
Streptomyces coelicoflavus SID14172,JAAGMB010000475.1,6582,6891,1.0163,1
Streptomyces coelicoflavus ZG0656,AHGS01001479.1,6628,6947,1.0163,1
Streptomyces lienomycini JCM 6925,NZ_BAAATN010000002.1,192914,193556,1.0228,1
Streptomyces lienomycini DSM 41475,NZ_CP116257.1,6640106,6640748,1.0228,1
Streptomyces thinghirensis JCM 18306,NZ_BAABJR010000001.1,264628,265210,1.0223,1
Streptomyces rochei NPDC085455,NZ_JBITTQ010000001.1,358050,358659,1.0220,1
Streptomyces rochei NPDC017466,NZ_JBIRLE010000002.1,422704,423313,1.0220,1
Streptomyces rochei NPDC004652,NZ_JBEXKT010000050.1,15771,16380,1.0218,1
Streptomyces rochei NPDC020943,NZ_JBIRRJ010000001.1,358941,359421,1.0214,1
Streptomyces rochei NPDC057785,NZ_JBHVKV010000021.1,1324,1909,1.0201,1
Streptomyces rochei SR1102,NZ_CP161948.1,5067339,5067948,1.0202,1
Streptomyces rochei NPDC057799,NZ_JBHVLE010000004.1,423972,424581,1.0202,1
Streptomyces rochei NPDC058716,NZ_JBHYRC010000030.1,81890,82499,1.0202,1
Streptomyces rochei 8ER183,NZ_JBGMQM010000001.1,340905,341397,1.0200,1
Streptomyces rochei NPDC057109,NZ_JBHUUG010000080.1,38071,38563,1.0200,1
Streptomyces rochei NPDC058790,NZ_JBHYOV010000004.1,163404,163896,1.0200,1
Streptomyces rochei NPDC047745,NZ_JBEYSN010000003.1,163202,163787,1.0201,1
Streptomyces rochei NPDC057824,NZ_JBHVLS010000022.1,84931,85516,1.0201,1
Streptomyces rochei NPDC018887,NZ_JBIRZG010000001.1,342320,342905,1.0201,1
Streptomyces rochei NPDC018789,NZ_JBIRZP010000002.1,342527,343112,1.0201,1
Streptomyces rochei NPDC018683,NZ_JBISAA010000001.1,931145,931730,1.0201,1
Streptomyces rochei NPDC018673,NZ_JBISAB010000008.1,342397,342982,1.0201,1
Streptomyces rochei NPDC055197,NZ_JBFASA010000006.1,342288,342897,1.0201,1
Streptomyces rochei NPDC056125,NZ_JBHJVS010000004.1,541119,541728,1.0201,1
Streptomyces rochei NPDC055948,NZ_JBHJYW010000003.1,342041,342650,1.0201,1
Streptomyces rochei NPDC055944,NZ_JBHJYY010000011.1,163608,164217,1.0201,1
Streptomyces rochei NPDC055934,NZ_JBHJZC010000068.1,553,1162,1.0201,1
Streptomyces rochei NPDC055932,NZ_JBHJZD010000029.1,1284,1893,1.0201,1
Streptomyces rochei NPDC055931,NZ_JBHJZE010000032.1,1289,1898,1.0201,1
Streptomyces rochei NPDC057042,NZ_JBHUSS010000006.1,499940,500549,1.0201,1
Streptomyces rochei NPDC057068,NZ_JBHUTE010000063.1,39918,40527,1.0201,1
Streptomyces rochei NPDC057073,NZ_JBHUTH010000033.1,81889,82498,1.0201,1
Streptomyces rochei NPDC060231,NZ_JBHXAF010000004.1,163350,163959,1.0201,1
Streptomyces rochei NPDC060314,NZ_JBHXCB010000005.1,163203,163812,1.0201,1
Streptomyces rochei NPDC060315,NZ_JBHXCC010000009.1,1281,1890,1.0201,1
Streptomyces rochei NPDC060316,NZ_JBHXCD010000005.1,163291,163900,1.0201,1
Streptomyces rochei NPDC127125,NZ_JBHXTT010000009.1,39922,40531,1.0201,1
Streptomyces rochei NPDC127549,NZ_JBHXVU010000004.1,339213,339822,1.0201,1
Streptomyces rochei NPDC017502,NZ_JBIRKM010000003.1,163225,163834,1.0201,1
