Organism,Scaffold,Start,End,Score,CAB60185.1
Streptomyces sp. NPDC091649,NZ_JBIVTR010000016.1,63499,64405,1.0371,1
Streptomyces sp. NBRC 110465,NZ_BDHJ01000016.1,25297,26242,1.0371,1
Streptomyces sp. YPW6,NZ_CP076457.1,7623075,7624020,1.0371,1
Streptomyces sp. NPDC007117,NZ_JBEYFI010000016.1,110546,111491,1.0371,1
Streptomyces sp. NPDC007094,NZ_JBEYFT010000054.1,25884,26829,1.0371,1
Streptomyces sp. NPDC007027,NZ_JBEYGV010000044.1,60027,60972,1.0371,1
Streptomyces sp. NPDC006863,NZ_JBEYIN010000096.1,26593,27538,1.0371,1
Streptomyces sp. NPDC006785,NZ_JBEYIV010000013.1,32496,33441,1.0371,1
Streptomyces sp. NPDC047967,NZ_JBEZOA010000037.1,37578,38523,1.0371,1
Streptomyces sp. NPDC004041,NZ_JBIAMY010000026.1,28858,29803,1.0371,1
Streptomyces sp. NPDC090126,NZ_JBIVDF010000013.1,103067,104012,1.0371,1
Streptomyces sp. Ncost-T6T-1,NZ_FLTR01000005.1,158094,158982,1.0370,1
Streptomyces sp. NPDC006906,NZ_JBEYIG010000008.1,37635,38580,1.0370,1
Streptomyces sp. NPDC006854,NZ_JBEYIO010000071.1,4705,5650,1.0370,1
Streptomyces sp. NPDC006864,NZ_JBEYIM010000091.1,4725,5670,1.0370,1
Streptomyces sp. CS090A,NZ_KZ819160.1,119114,119984,1.0369,1
Streptomyces sp. MCL20-2,NZ_JAOBTP010000002.1,51404,52349,1.0370,1
Streptomyces sp. IB2014 011-1,NZ_LZQS01000004.1,60656,61526,1.0368,1
Streptomyces sp. IB2014 011-1,LZQS01000004.1,60656,61502,1.0354,1
Streptomyces sp. IB2014 011-12,NZ_QEIK01000008.1,60857,61727,1.0368,1
Streptomyces sp. NPDC007346,NZ_JBEYKR010000043.1,12970,13840,1.0367,1
Streptomyces sp. NPDC058869,NZ_JBHYMM010000016.1,63142,64087,1.0368,1
Streptomyces sp. NPDC059173,NZ_JBHZCB010000021.1,28699,29644,1.0368,1
Streptomyces sp. sk226,NZ_NTGV01000028.1,48202,49108,1.0367,1
Streptomyces sp. NPDC005951,NZ_JBEXVJ010000008.1,107966,108854,1.0367,1
Streptomyces sp. S8,CP015362.1,7443972,7444923,1.0366,1
Streptomyces sp. S8,NZ_CP015362.1,7444053,7444923,1.0352,1
Streptomyces sp. MBT56,JAENSD010000172.1,4723,5665,1.0365,1
Streptomyces sp. MBT56,NZ_JAENSD010000172.1,4723,5608,1.0353,1
Streptomyces sp. MBT54,JAENSE010000153.1,14134,15076,1.0365,1
Streptomyces sp. MBT54,NZ_JAENSE010000153.1,14134,15019,1.0353,1
Streptomyces sp. MBT98,JAENSF010000126.1,10344,11286,1.0365,1
Streptomyces sp. MBT98,NZ_JAENSF010000126.1,10401,11286,1.0353,1
Streptomyces sp. MBT55,JAEQAY010000129.1,10344,11286,1.0365,1
Streptomyces sp. MBT55,NZ_JAEQAY010000129.1,10401,11286,1.0353,1
Streptomyces sp. NPDC006368,NZ_JBEXQK010000047.1,26338,27211,1.0365,1
Streptomyces sp. NPDC006415,NZ_JBEXQD010000052.1,26297,27242,1.0365,1
Streptomyces sp. f51,NZ_NTHH01000062.1,5027,5915,1.0364,1
Streptomyces sp. SID2119,NZ_WWKE01001631.1,5731,6601,1.0364,1
Streptomyces sp. TSRI0445,LIPC01000004.1,407596,408538,1.0365,1
Streptomyces sp. TSRI0445,NZ_LIPC01000004.1,407653,408538,1.0352,1
Streptomyces sp. HB202,QRAT01000002.1,2998265,2999207,1.0365,1
Streptomyces sp. R527F,CP090837.1,107932,108874,1.0365,1
Streptomyces sp. R527F,NZ_CP090837.1,107932,108817,1.0352,1
Streptomyces sp. NBC_01178,NZ_CP108592.1,106753,107698,1.0365,1
Streptomyces sp. NPDC059694,NZ_JBHWFE010000013.1,42949,43894,1.0365,1
Streptomyces sp. NPDC059698,NZ_JBHWFI010000041.1,10176,11121,1.0365,1
Streptomyces sp. NPDC059704,NZ_JBHWFO010000009.1,68690,69635,1.0365,1
Streptomyces sp. NPDC059710,NZ_JBHWFS010000048.1,5956,6901,1.0365,1
Streptomyces sp. NPDC059714,NZ_JBHWFW010000024.1,91089,92034,1.0365,1
Streptomyces sp. NPDC059715,NZ_JBHWFX010000008.1,91069,92014,1.0365,1
Streptomyces sp. NPDC059780,NZ_JBHWHQ010000045.1,42971,43916,1.0365,1
Streptomyces sp. NPDC059809,NZ_JBHWIL010000015.1,5970,6915,1.0365,1
Streptomyces sp. NPDC059425,NZ_JBHYWA010000030.1,43024,43969,1.0365,1
Streptomyces sp. NPDC059401,NZ_JBHYWN010000012.1,68545,69490,1.0365,1
Streptomyces sp. NPDC059350,NZ_JBHYXS010000047.1,6088,7033,1.0365,1
Streptomyces sp. NPDC059346,NZ_JBHYXV010000228.1,4252,5197,1.0365,1
Streptomyces sp. NPDC059243,NZ_JBHYZZ010000211.1,5945,6890,1.0365,1
Streptomyces sp. NPDC059242,NZ_JBHZAA010000009.1,148674,149619,1.0365,1
Streptomyces sp. NPDC015501,NZ_JBIBTC010000013.1,136997,137942,1.0365,1
Streptomyces sp. NPDC014376,NZ_JBICAC010000014.1,113453,114398,1.0365,1
Streptomyces sp. NPDC018007,NZ_JBIRGL010000015.1,142251,143196,1.0365,1
Streptomyces sp. NPDC085942,NZ_JBITSG010000015.1,104627,105572,1.0365,1
Streptomyces sp. CB02366,NZ_LIVT01000009.1,103398,104343,1.0365,1
Streptomyces sp. EN27,NZ_MJAG01000001.1,175113,176001,1.0363,1
Streptomyces sp. ME02-6991-2A,NZ_JARAXT010000014.1,186220,187090,1.0362,1
Streptomyces sp. NPDC058629,NZ_JBHXQW010000041.1,28308,29178,1.0362,1
Streptomyces sp. AS13,NZ_JARUPK010000002.1,75849,76755,1.0363,1
Streptomyces sp. NRRL F-5702,NZ_JOHD01000002.1,55188,56094,1.0363,1
Streptomyces sp. NRRL F-3273,NZ_JOIO01000014.1,47061,47967,1.0363,1
Streptomyces sp. NRRL F-3218,NZ_JOIP01000015.1,47061,47967,1.0363,1
Streptomyces sp. ms184,NZ_NTHC01000201.1,498,1386,1.0362,1
Streptomyces sp. DSM 41269,NZ_JAUSRK010000001.1,90871,91777,1.0362,1
Streptomyces sp. t99,NZ_NTGQ01000048.1,4392,5280,1.0362,1
Streptomyces sp. st140,NZ_NTGS01000067.1,5001,5889,1.0362,1
Streptomyces sp. ms115,NZ_NTHD01000031.1,28335,29223,1.0362,1
Streptomyces sp. gb14,NZ_NTHF01000012.1,75872,76760,1.0362,1
Streptomyces sp. f150,NZ_NTHG01000040.1,23095,23983,1.0362,1
Streptomyces sp. b62,NZ_NTHK01000024.1,67276,68164,1.0362,1
Streptomyces sp. SM1P,CP149585.1,80350,81238,1.0362,1
Streptomyces sp. SP18CM02,NZ_JACGMQ010000296.1,169669,170575,1.0362,1
Streptomyces sp. MMG1522,NZ_LGDF01000147.1,274499,275405,1.0362,1
Streptomyces sp. NRRL F-2202,NZ_JOIH01000007.1,79294,80200,1.0362,1
Streptomyces sp. b94,NZ_NTHI01000513.1,1770,2676,1.0361,1
Streptomyces sp. NPDC006261,NZ_JBEXSI010000001.1,18851,19721,1.0360,1
Streptomyces sp. S063,NZ_CP021707.1,86490,87489,1.0362,1
Streptomyces sp. PTY087I2,NZ_LZRD01000012.1,77179,78067,1.0359,1
Streptomyces sp. B27,NZ_RHJB01000012.1,48660,49530,1.0359,1
Streptomyces sp. NPDC049916,NZ_JBFAMG010000015.1,39393,40371,1.0360,1
Streptomyces sp. NPDC007020,NZ_JBEYGZ010000023.1,125753,126641,1.0358,1
Streptomyces sp. NPDC007002,NZ_JBEYHE010000014.1,165574,166462,1.0358,1
Streptomyces sp. NPDC006995,NZ_JBEYHJ010000008.1,31444,32332,1.0358,1
Streptomyces sp. NPDC059164,NZ_JBHZCK010000016.1,103208,104096,1.0358,1
Streptomyces sp. NPDC007007,NZ_JBIAFU010000010.1,170303,171191,1.0358,1
Streptomyces sp. NPDC006856,NZ_JBIAGF010000013.1,40020,40908,1.0358,1
Streptomyces sp. NPDC006855,NZ_JBIAGG010000036.1,37903,38791,1.0358,1
Streptomyces sp. MBT57,JAENSC010001078.1,1023,1974,1.0359,1
Streptomyces sp. MBT58,JAEQAX010000039.1,360,1311,1.0359,1
Streptomyces sp. MBT58,NZ_JAEQAX010000039.1,441,1311,1.0346,1
Streptomyces sp. 09ZI22,JAHWTL010000004.1,132118,133069,1.0359,1
Streptomyces sp. 09ZI22,NZ_JAHWTL010000004.1,132118,132988,1.0346,1
Streptomyces sp. NRRL WC-3540,NZ_JOCW01000004.1,92541,93447,1.0358,1
Streptomyces sp. AmelKG-D3,FMHO01000003.1,48088,48976,1.0358,1
Streptomyces sp. AmelKG-D3,NZ_AQRK01000101.1,48088,48958,1.0351,1
Streptomyces sp. DvalAA-19,NZ_FMCC01000058.1,10094,10964,1.0357,1
Streptomyces sp. CBG31,NZ_JACMSI010000042.1,83968,84838,1.0357,1
Streptomyces sp. BG2AG,NZ_JBLLKL010000001.1,6851072,6851942,1.0357,1
Streptomyces sp. BG6AG,NZ_JBLLKM010000001.1,6959561,6960431,1.0357,1
Streptomyces sp. IBTA2,NZ_QQUQ01000017.1,122301,123171,1.0357,1
Streptomyces sp. WAC04770,RQIR01001744.1,727,1597,1.0357,1
Streptomyces sp. F41,NZ_CP149796.1,8238315,8239185,1.0357,1
Streptomyces sp. SID8016,NZ_JAAGMX010000382.1,32416,33322,1.0356,1
Streptomyces sp. NPDC088744,NZ_JBFBIA010000005.1,302698,303568,1.0355,1
Streptomyces sp. NPDC088706,NZ_JBIVLW010000006.1,36966,37836,1.0355,1
Streptomyces sp. NPDC059171,NZ_JBHZCD010000036.1,37791,38679,1.0355,1
Streptomyces sp. NPDC057107,NZ_JBHUUE010000102.1,9464,10334,1.0355,1
Streptomyces sp. NPDC059611,NZ_JBHWCT010000008.1,65593,66463,1.0355,1
Streptomyces sp. YIM 132580,NZ_WUEJ01000007.1,57828,58698,1.0355,1
Streptomyces sp. NPDC006320,NZ_JBEXRI010000010.1,98369,99239,1.0354,1
Streptomyces sp. NPDC006174,NZ_JBEXTJ010000003.1,123253,124123,1.0354,1
Streptomyces sp. NPDC089173,NZ_JBFBHR010000009.1,349801,350671,1.0354,1
Streptomyces sp. NPDC058011,NZ_JBHVQZ010000004.1,409839,410709,1.0354,1
Streptomyces sp. NPDC003036,NZ_JBEXNO010000010.1,176557,177484,1.0355,1
Streptomyces sp. NPDC006307,NZ_JBEXRP010000209.1,9706,10633,1.0355,1
Streptomyces sp. ScaeMP-e83,FMCJ01000094.1,396275,397163,1.0354,1
Streptomyces sp. ScaeMP-e83,NZ_FMCJ01000094.1,396293,397163,1.0352,1
Streptomyces sp. NPDC101181,NZ_JBIWOX010000012.1,142813,143791,1.0355,1
Streptomyces sp. NPDC101230,NZ_JBIWOB010000016.1,49487,50357,1.0353,1
Streptomyces sp. NPDC101223,NZ_JBIWOG010000014.1,68565,69435,1.0353,1
Streptomyces sp. NPDC056007,NZ_JBHJXN010000014.1,124521,125391,1.0353,1
Streptomyces sp. NPDC056454,NZ_JBHTRK010000021.1,3975,4845,1.0353,1
Streptomyces sp. NPDC059586,NZ_JBHWCF010000100.1,3978,4848,1.0353,1
Streptomyces sp. NPDC059607,NZ_JBHWCQ010000028.1,78499,79369,1.0353,1
Streptomyces sp. NPDC059612,NZ_JBHWCU010000027.1,78300,79170,1.0353,1
Streptomyces sp. NPDC059513,NZ_JBHYTO010000026.1,23641,24511,1.0353,1
Streptomyces sp. NPDC008259,NZ_JBIBGD010000008.1,57171,58041,1.0353,1
Streptomyces sp. NPDC018055,NZ_JBIRFD010000006.1,75706,76576,1.0353,1
Streptomyces sp. CS065A,NZ_KZ819168.1,138107,138977,1.0353,1
Streptomyces sp. NPDC093546,NZ_JBIWJG010000014.1,3732,4659,1.0354,1
Streptomyces sp. SID8374,NZ_WWGH01000001.1,44234,45104,1.0352,1
Streptomyces sp. NPDC088755,NZ_JBIVKW010000007.1,33678,34548,1.0352,1
Streptomyces sp. st170,NZ_NTGR01000072.1,5601,6486,1.0352,1
Streptomyces sp. SolWspMP-sol2th,NZ_ARPF01000005.1,68055,68925,1.0352,1
Streptomyces sp. ZEA17I,NZ_QGMS01001597.1,1771,2641,1.0352,1
Streptomyces sp. SID8359,NZ_WWGS01000014.1,68055,68925,1.0352,1
Streptomyces sp. NPDC052309,NZ_JBFAUL010000004.1,477042,477969,1.0353,1
Streptomyces sp. SID4937,NZ_WWJD01000106.1,396293,397163,1.0352,1
Streptomyces sp. NPDC012389,NZ_JBIBEZ010000007.1,47435,48305,1.0352,1
Streptomyces sp. SID8350,NZ_WWGY01000061.1,48088,48958,1.0351,1
Streptomyces sp. NPDC045431,NZ_JBEZAQ010000016.1,180937,181807,1.0351,1
Streptomyces sp. NRRL_B-2249,NZ_JARAWA010000003.1,935952,936822,1.0350,1
Streptomyces sp. 058-1L,NZ_JAJPVY010000004.1,158860,159730,1.0350,1
Streptomyces sp. NPDC101178,NZ_JBIWOZ010000006.1,144315,145185,1.0350,1
Streptomyces sp. ScaeMP-e48,FMHN01000007.1,186884,187772,1.0349,1
Streptomyces sp. ScaeMP-e48,NZ_AQTJ01000033.1,186884,187754,1.0347,1
Streptomyces sp. CA-256286,CP071044.1,154736,155624,1.0349,1
Streptomyces sp. CA-256286,NZ_CP071044.1,154736,155606,1.0346,1
Streptomyces sp. PvR018,JBEPSZ010000002.1,464417,465305,1.0348,1
Streptomyces sp. PvR018,NZ_JBEPSZ010000002.1,464435,465305,1.0345,1
Streptomyces sp. BE282,NZ_JAQYWY010000294.1,135840,136710,1.0346,1
Streptomyces sp. NRRL S-623,NZ_KL647090.1,133586,134456,1.0346,1
Streptomyces sp. CcalMP-8W,NZ_KB890945.1,46349,47219,1.0345,1
Streptomyces sp. SID8356,NZ_WWGV01000024.1,46349,47219,1.0345,1
Streptomyces sp. NPDC057638,NZ_JBHVHF010000032.1,38437,39313,1.0344,1
Streptomyces sp. CBMA152,NZ_MECJ01000033.1,333932,334844,1.0327,1
Streptomyces sp. CBMA152,MECJ01000033.1,333932,334829,1.0327,1
Streptomyces sp. NPDC020719,NZ_JBFAEC010000083.1,7802,8744,1.0318,1
Streptomyces sp. NPDC048696,NZ_JBICVJ010000005.1,5946,6888,1.0318,1
Streptomyces sp. NPDC059991,NZ_JBHWUQ010000094.1,28656,29550,1.0316,1
Streptomyces sp. NPDC059994,NZ_JBHWUR010000169.1,2714,3608,1.0316,1
Streptomyces sp. TLI_146,NZ_PJMX01000001.1,3443065,3443959,1.0311,1
Streptomyces sp. TLI_146,PJMX01000001.1,3443065,3444052,1.0312,1
Streptomyces sp. NPDC059070,NZ_JBHYHG010000069.1,42782,43736,1.0310,1
Streptomyces sp. cg36,NZ_CP163520.1,5392552,5393467,1.0310,1
Streptomyces sp. NBC_00648,NZ_CP109038.1,5114141,5115035,1.0310,1
Streptomyces sp. NPDC005878,NZ_JBEXWK010000034.1,89465,90326,1.0308,1
Streptomyces sp. NPDC005877,NZ_JBEXWL010000339.1,3513,4374,1.0308,1
Streptomyces sp. NBC_00224,NZ_CP108106.1,3416579,3417473,1.0308,1
Streptomyces sp. NBC_00150,NZ_CP130716.1,3416577,3417471,1.0308,1
Streptomyces sp. NBC_00060,CP108253.1,5494478,5495372,1.0308,1
Streptomyces sp. YS-3,NZ_JBJHPC010000257.1,2758,3661,1.0308,1
Streptomyces sp. NPDC051597,NZ_JBFAZI010000114.1,10890,11751,1.0307,1
Streptomyces sp. NPDC058301,NZ_JBHVYU010000096.1,3248,4139,1.0307,1
Streptomyces sp. NPDC059695,NZ_JBHWFF010000001.1,502763,503696,1.0308,1
Streptomyces sp. BPTC-684,NZ_CP124863.1,4361330,4362224,1.0306,1
Streptomyces sp. NPDC023838,NZ_JBFAAD010000045.1,3248,4202,1.0305,1
Streptomyces sp. NPDC058818,NZ_JBHYNW010000003.1,6077,7091,1.0302,1
Streptomyces sp. PanSC19,NZ_RJUN01000002.1,565555,566497,1.0301,1
Streptomyces sp. NPDC053513,NZ_JBITXP010000026.1,39794,40736,1.0301,1
Streptomyces sp. NPDC053495,NZ_JBITXR010000008.1,57348,58290,1.0301,1
Streptomyces sp. NPDC002232,NZ_JBIARV010000003.1,607119,608061,1.0301,1
Streptomyces sp. NPDC002185,NZ_JBIASB010000002.1,326523,327465,1.0301,1
Streptomyces sp. E2N166,NZ_RAIF01000031.1,369470,370484,1.0301,1
Streptomyces sp. NPDC058583,NZ_JBHXPL010000005.1,161097,162030,1.0301,1
Streptomyces sp. NPDC059185,NZ_JBHZBP010000009.1,160615,161548,1.0301,1
Streptomyces sp. R44,NZ_CP163444.1,842036,842897,1.0300,1
Streptomyces sp. NPDC050842,NZ_JBITGA010000002.1,423851,424784,1.0300,1
Streptomyces sp. NPDC056362,NZ_JBHJQH010000048.1,20567,21509,1.0300,1
Streptomyces sp. NPDC056019,NZ_JBHJXE010000082.1,12876,13818,1.0300,1
Streptomyces sp. TX20-6-3,NZ_JARAUU010000006.1,244850,245792,1.0300,1
Streptomyces sp. NPDC004267,NZ_JBIAML010000014.1,140436,141369,1.0300,1
Streptomyces sp. TLI_053,NZ_LT629775.1,9648778,9649723,1.0300,1
Streptomyces sp. NPDC047141,NZ_JBEYUG010000023.1,92523,93465,1.0300,1
Streptomyces sp. NPDC059083,NZ_JBHYGU010000031.1,48162,49104,1.0300,1
Streptomyces sp. NPDC059082,NZ_JBHYGV010000147.1,12837,13779,1.0300,1
Streptomyces sp. NPDC091368,NZ_JBIVUH010000003.1,631144,632086,1.0300,1
Streptomyces rubrogriseus IPS92ro,NZ_JAPWHU010000425.1,2096,3041,1.0635,1
Streptomyces rubrogriseus SID7739,NZ_JAAGMQ010000959.1,2159,3104,1.0601,1
Streptomyces rubrogriseus NPDC058346,NZ_JBHXIH010000031.1,2127,3072,1.0601,1
Streptomyces rubrogriseus NBRC 15455,NZ_BEWD01000003.1,2108,3053,1.0601,1
Streptomyces rubrogriseus NPDC085456,NZ_JBITTP010000034.1,72982,73927,1.0601,1
Streptomyces rubrogriseus NPDC059658,NZ_JBHWEC010000030.1,2136,3081,1.0600,1
Streptomyces rubrogriseus NPDC018032,NZ_JBIRFS010000015.1,269206,270151,1.0600,1
Streptomyces rubrogriseus NPDC090058,NZ_JBIVEP010000032.1,2137,3082,1.0600,1
Streptomyces rubrogriseus NPDC014811,NZ_JBIBXB010000010.1,2027,2972,1.0600,1
Streptomyces griseus NPDC057710,NZ_JBHVJH010000011.1,69943,70888,1.0417,1
Streptomyces griseus NPDC089181,NZ_JBFBHO010000010.1,177411,178356,1.0415,1
Streptomyces griseus NPDC057646,NZ_JBHVHL010000006.1,53709,54654,1.0415,1
Streptomyces griseus NPDC057665,NZ_JBHVHZ010000013.1,140347,141292,1.0415,1
Streptomyces griseus NPDC057558,NZ_JBHVFP010000009.1,366510,367455,1.0414,1
Streptomyces griseus NPDC057564,NZ_JBHVFT010000373.1,5323,6268,1.0414,1
Streptomyces griseus NPDC056251,NZ_JBHJSV010000070.1,4922,5867,1.0414,1
Streptomyces griseus NPDC047119,NZ_JBEYUM010000016.1,104283,105228,1.0414,1
Streptomyces griseus NBC_01345,NZ_JAPEPE010000002.1,69702,70647,1.0413,1
Streptomyces griseus NBC_01345,JAPEPE010000002.1,69702,70566,1.0402,1
Streptomyces griseus NPDC056969,NZ_JBHURK010000015.1,64262,65207,1.0413,1
Streptomyces griseus NPDC094457,NZ_JBEOTQ010000010.1,99036,99981,1.0412,1
Streptomyces griseus NPDC017168,NZ_JBEYCP010000012.1,61657,62602,1.0412,1
Streptomyces griseus NPDC017137,NZ_JBIROG010000010.1,98922,99867,1.0412,1
Streptomyces griseus NPDC008267,NZ_JBIBGA010000003.1,72258,73203,1.0412,1
Streptomyces griseus NPDC008250,NZ_JBIBGH010000013.1,72258,73203,1.0412,1
Streptomyces griseus NPDC086518,NZ_JBIVBT010000010.1,75831,76776,1.0412,1
Streptomyces griseus NPDC100513,NZ_JBIVZT010000019.1,39008,39953,1.0412,1
Streptomyces griseus NBC_01018,NZ_CP108682.1,75703,76648,1.0412,1
Streptomyces griseus NPDC017308,NZ_JBIRMB010000004.1,459536,460481,1.0412,1
Streptomyces griseus NPDC050462,NZ_JBITHY010000007.1,384719,385664,1.0412,1
Streptomyces griseus NPDC102352,NZ_JBIWLK010000001.1,1245840,1246785,1.0411,1
Streptomyces griseus NPDC007055,NZ_JBEYGN010000080.1,4877,5822,1.0411,1
Streptomyces griseus NPDC007038,NZ_JBEYGT010000069.1,6884,7829,1.0411,1
Streptomyces griseus NPDC004318,NZ_JBIAMF010000003.1,949741,950686,1.0410,1
Streptomyces griseus JCM 4516,NZ_BNBJ01000014.1,172701,173646,1.0410,1
Streptomyces griseus NPDC058557,NZ_JBHXOP010000015.1,174491,175436,1.0410,1
Streptomyces griseus NPDC058721,NZ_JBHYQY010000026.1,24872,25817,1.0410,1
Streptomyces griseus NPDC017147,NZ_JBIROB010000016.1,170882,171827,1.0410,1
Streptomyces griseus TAMT1-3,NZ_JBIQWJ010000009.1,391046,391991,1.0410,1
Streptomyces griseus NPDC000959,NZ_JBEPBS010000031.1,63822,64767,1.0410,1
Streptomyces griseus NBC 01652,NZ_CP109255.1,8239925,8240870,1.0409,1
Streptomyces griseus NBC 01630,NZ_CP109279.1,74955,75900,1.0409,1
Streptomyces griseus NPDC004281,NZ_JBIAMK010000028.1,29704,30649,1.0408,1
Streptomyces griseus NBRC 12875,NZ_BAABSR010000005.1,122032,122977,1.0403,1
Streptomyces griseus DSM 40236,NZ_FNTW01000002.1,423138,424083,1.0403,1
Streptomyces griseus SID164,NZ_JAAGMI010000143.1,5042,5987,1.0403,1
Streptomyces griseus NPDC004590,NZ_JBEXLE010000015.1,122574,123519,1.0403,1
Streptomyces griseus NPDC005972,NZ_JBEXUW010000022.1,38616,39561,1.0403,1
Streptomyces griseus NPDC008207,NZ_JBEYED010000003.1,327963,328908,1.0403,1
Streptomyces griseus NPDC007824,NZ_JBEYEL010000011.1,210456,211401,1.0403,1
Streptomyces griseus NPDC007823,NZ_JBEYEM010000006.1,121677,122622,1.0403,1
Streptomyces griseus NPDC048684,NZ_JBEZHB010000005.1,73362,74307,1.0403,1
Streptomyces griseus NPDC031532,NZ_JBEZVS010000133.1,5561,6506,1.0403,1
Streptomyces griseus NPDC028208,NZ_JBEZXB010000018.1,121706,122651,1.0403,1
Streptomyces griseus NPDC022204,NZ_JBFABX010000015.1,121920,122865,1.0403,1
Streptomyces griseus NPDC057535,NZ_JBHVFA010000042.1,8745,9690,1.0403,1
Streptomyces griseus NPDC057678,NZ_JBHVIJ010000019.1,109039,109984,1.0403,1
Streptomyces griseus NPDC060008,NZ_JBHWUZ010000015.1,45544,46489,1.0403,1
Streptomyces griseus NPDC060329,NZ_JBHXCL010000019.1,45468,46413,1.0403,1
Streptomyces griseus NPDC058574,NZ_JBHXPD010000020.1,91656,92601,1.0403,1
Streptomyces griseus NPDC058675,NZ_JBHXSD010000008.1,45477,46422,1.0403,1
Streptomyces griseus NPDC059189,NZ_JBHZBM010000136.1,8998,9943,1.0403,1
Streptomyces griseus NPDC059184,NZ_JBHZBQ010000016.1,45369,46314,1.0403,1
Streptomyces griseus NPDC007841,NZ_JBIAEH010000011.1,121677,122622,1.0403,1
Streptomyces griseus NPDC007833,NZ_JBIAEL010000006.1,483170,484115,1.0403,1
Streptomyces griseus NPDC007829,NZ_JBIAEM010000005.1,482922,483867,1.0403,1
Streptomyces griseus NPDC007802,NZ_JBIAER010000005.1,121920,122865,1.0403,1
Streptomyces griseus NPDC007801,NZ_JBIAES010000006.1,122130,123075,1.0403,1
Streptomyces griseus NPDC007798,NZ_JBIAET010000006.1,121920,122865,1.0403,1
Streptomyces griseus NPDC007796,NZ_JBIAEU010000006.1,121677,122622,1.0403,1
Streptomyces griseus NPDC007795,NZ_JBIAEV010000005.1,327902,328847,1.0403,1
Streptomyces griseus NPDC007567,NZ_JBIAEY010000007.1,121920,122865,1.0403,1
Streptomyces griseus NPDC007564,NZ_JBIAEZ010000006.1,483252,484197,1.0403,1
Streptomyces griseus NPDC002469,NZ_JBIARI010000005.1,478277,479222,1.0403,1
Streptomyces griseus NPDC007966,NZ_JBIBJN010000007.1,121920,122865,1.0403,1
Streptomyces griseus NPDC007963,NZ_JBIBJO010000006.1,482631,483576,1.0403,1
Streptomyces griseus NPDC007954,NZ_JBIBJR010000005.1,482629,483574,1.0403,1
Streptomyces griseus NPDC007943,NZ_JBIBJW010000006.1,483232,484177,1.0403,1
Streptomyces griseus NPDC007937,NZ_JBIBJZ010000006.1,483048,483993,1.0403,1
Streptomyces griseus NPDC016611,NZ_JBIBRL010000006.1,141298,142243,1.0403,1
Streptomyces griseus NPDC016593,NZ_JBIBRO010000006.1,121677,122622,1.0403,1
Streptomyces griseus NPDC016592,NZ_JBIBRP010000006.1,121798,122743,1.0403,1
Streptomyces griseus NPDC016577,NZ_JBIBRT010000006.1,121677,122622,1.0403,1
Streptomyces griseus NPDC016576,NZ_JBIBRU010000010.1,121677,122622,1.0403,1
Streptomyces griseus NPDC016881,NZ_JBIRPG010000005.1,482740,483685,1.0403,1
Streptomyces griseus NPDC020758,NZ_JBIRTF010000011.1,236674,237619,1.0403,1
Streptomyces griseus NPDC020249,NZ_JBIRWU010000005.1,482490,483435,1.0403,1
Streptomyces griseus NPDC090049,NZ_JBIVEX010000006.1,482639,483584,1.0403,1
Streptomyces griseus NPDC088911,NZ_JBIVIU010000001.1,382081,383026,1.0403,1
Streptomyces griseus NPDC090304,NZ_JBIVYA010000020.1,21004,21949,1.0403,1
Streptomyces griseus NPDC094453,NZ_JBIWGT010000039.1,24082,25027,1.0403,1
Streptomyces griseus NRRL B-2165,NZ_MDDK01000175.1,14801,15746,1.0403,1
Streptomyces griseus CGMCC 4.18,NZ_ML956164.1,89960,90905,1.0403,1
Streptomyces griseus 50b,NZ_QODL01001593.1,10456,11401,1.0403,1
Streptomyces griseus NCTC13033,NZ_UAVD01000033.1,359763,360708,1.0403,1
Streptomyces griseus NPDC016575,NZ_JBIBRV010000026.1,49118,50063,1.0403,1
Streptomyces griseus NPDC004664,NZ_JBEXKD010000002.1,115242,116187,1.0403,1
Streptomyces griseus NPDC006442,NZ_JBEXPW010000027.1,97200,98145,1.0403,1
Streptomyces griseus NPDC097596,NZ_JBIWCM010000004.1,498462,499407,1.0403,1
Streptomyces griseus NPDC015508,NZ_JBIBTA010000007.1,73024,73969,1.0402,1
Streptomyces griseus NPDC094020,NZ_JBEOUH010000008.1,200679,201624,1.0400,1
Streptomyces griseus NPDC038906,NZ_JBEZCT010000144.1,14168,15113,1.0400,1
Streptomyces griseus NPDC017853,NZ_JBIRIF010000019.1,112965,113910,1.0400,1
Streptomyces griseus NPDC051085,NZ_JBITFH010000025.1,45393,46338,1.0400,1
Streptomyces griseus NPDC053514,NZ_JBITXO010000003.1,395305,396250,1.0400,1
Streptomyces griseus NPDC092297,NZ_JBIVRA010000005.1,482397,483342,1.0399,1
Streptomyces griseus,M24250.1,203,1109,1.0392,1
Streptomyces griseus SANK 60196,AB462507.1,0,906,1.0386,1
Streptomyces griseus DSM 40932,JAVRFG010000001.1,243136,244006,1.0371,1
Streptomyces griseus S4-7,JYBE02000001.1,7391864,7392806,1.0365,1
Streptomyces sp. ATCC51928 ATCC 51928,NZ_JARAZQ010000007.1,72580,73525,1.0412,1
Streptomyces caviscabies CGMCC 4.1836,NZ_JBHTCK010000009.1,389826,390771,1.0412,1
Streptomyces baarnensis NRRL B-2842,NZ_KL573547.1,129768,130713,1.0410,1
