Organism,Scaffold,Start,End,Score,CAB94607.1,CAB94608.1
Streptomyces sp. NPDC058834,NZ_JBHYNJ010000024.1,13992,16457,3.1575,1,1
Streptomyces sp. NPDC058812,NZ_JBHYOB010000009.1,203592,206057,3.1575,1,1
Streptomyces sp. A13(2022),NZ_JANFMQ010000048.1,38734,41193,3.1560,1,1
Streptomyces sp. FXJ7.023,NZ_APIV01000001.1,116816,119275,3.1560,1,1
Streptomyces sp. VN1,NZ_CP036534.1,5331622,5334081,3.1560,1,1
Streptomyces sp. CB09030,NZ_CP094676.1,1456369,1458828,3.1560,1,1
Streptomyces sp. CT1-17,NZ_JAJEJZ010000001.1,829145,831604,3.1560,1,1
Streptomyces sp. DH17,JARVKX010000006.1,542340,544805,3.1588,1,1
Streptomyces sp. NPDC096048,NZ_JBIWGG010000001.1,759220,761685,3.1580,1,1
Streptomyces sp. AC602_WCS936,NZ_JAGMUF010000020.1,77634,80111,3.1586,1,1
Streptomyces sp. NPDC053750,NZ_JBITXB010000006.1,180447,182912,3.1571,1,1
Streptomyces sp. STCH 565 A,NZ_JAMSHC010000034.1,40035,42494,3.1558,1,1
Streptomyces sp. CB02414,NZ_LIPF01000002.1,186859,189327,3.1578,1,1
Streptomyces sp. CB02414,LIPF01000002.1,186859,189255,3.1536,1,1
Streptomyces sp. SID5910,NZ_WWHX01000196.1,3823,6282,3.1561,1,1
Streptomyces sp. NPDC057148,NZ_JBHUVF010000034.1,13116,15602,3.1580,1,1
Streptomyces sp. NPDC057376,NZ_JBHVBB010000037.1,66291,68759,3.1579,1,1
Streptomyces sp. NPDC127164,NZ_JBHXUL010000019.1,66333,68819,3.1580,1,1
Streptomyces sp. M92,NZ_CP101137.1,3100303,3102807,3.1573,1,1
Streptomyces sp. NPDC057367,NZ_JBHVAT010000050.1,38369,40873,3.1575,1,1
Streptomyces sp. NPDC057336,NZ_JBHVAC010000007.1,13483,15978,3.1574,1,1
Streptomyces sp. NPDC018322,NZ_JBIREU010000002.1,804647,807115,3.1576,1,1
Streptomyces sp. NPDC018321,NZ_JBIREV010000014.1,198759,201227,3.1576,1,1
Streptomyces sp. NPDC057381,NZ_JBHVBF010000057.1,31983,34478,3.1573,1,1
Streptomyces sp. NRRL F-5650,NZ_JOGV01000028.1,29068,31527,3.1591,1,1
Streptomyces sp. NPDC032940,NZ_JBEZVJ010000018.1,111536,114034,3.1551,1,1
Streptomyces sp. NPDC045251,NZ_JBEZAS010000034.1,55741,58218,3.1577,1,1
Streptomyces sp. NPDC029519,NZ_JBEZWF010000011.1,174813,177290,3.1577,1,1
Streptomyces sp. NPDC016675,NZ_JBIBQW010000005.1,188641,191145,3.1546,1,1
Streptomyces sp. NPDC097107,NZ_JBIWEF010000008.1,156689,159154,3.1565,1,1
Streptomyces sp. NPDC056568,NZ_JBHTUU010000012.1,161687,164191,3.1542,1,1
Streptomyces sp. VITNK9,NZ_JACWAA010000003.1,500310,502784,3.1565,1,1
Streptomyces sp. KAI 90,NZ_JAANNZ010000002.1,157030,159504,3.1564,1,1
Streptomyces sp. CRB46,NZ_JACTMC010000014.1,29538,32012,3.1564,1,1
Streptomyces sp. RT42,NZ_JAGPYJ010000008.1,258825,261299,3.1564,1,1
Streptomyces sp. 030-HV,NZ_JAJPVU010000002.1,743787,746261,3.1564,1,1
Streptomyces sp. AN-3,NZ_JASBOE010000010.1,200590,203064,3.1564,1,1
Streptomyces sp. WAC02707,NZ_RPSB01000045.1,45821,48295,3.1559,1,1
Streptomyces sp. TOR3209,NZ_AGNH01000241.1,10654,13128,3.1563,1,1
Streptomyces sp. NPDC006284,NZ_JBEXRY010000003.1,278410,280905,3.1534,1,1
Streptomyces sp. NPDC047829,NZ_JBEYRU010000026.1,39717,42212,3.1534,1,1
Streptomyces sp. A144,NZ_CP083267.2,5292850,5295324,3.1564,1,1
Streptomyces sp. Osf17,NZ_JADBJP010000001.1,5280756,5283230,3.1564,1,1
Streptomyces sp. Babs14,NZ_JADBJQ010000002.1,5281444,5283918,3.1564,1,1
Streptomyces sp. DH1,NZ_JAHWGV010000001.1,800116,802590,3.1563,1,1
Streptomyces sp. CC302I,NZ_JBHOFE010000056.1,19914,22388,3.1564,1,1
Streptomyces sp. MBT28,NZ_LARV01000069.1,6482,8956,3.1563,1,1
Streptomyces sp. WAC04189,NZ_RPRT01000001.1,203499,205973,3.1564,1,1
Streptomyces sp. WAC05458,NZ_RPRU01000005.1,87826,90300,3.1562,1,1
Streptomyces sp. WAC08452,NZ_RPRW01000009.1,188450,190924,3.1563,1,1
Streptomyces sp. NPDC047868,NZ_JBEYRL010000001.1,277227,279722,3.1536,1,1
Streptomyces sp. NPDC047853,NZ_JBIDCI010000001.1,667332,669827,3.1536,1,1
Streptomyces sp. AC627_RSS907,NZ_JAGMUE010000045.1,93613,96117,3.1536,1,1
Streptomyces sp. WAC06128,NZ_RPSC01000001.1,486360,488834,3.1564,1,1
Streptomyces sp. WAC08401,NZ_RPRV01000006.1,198466,200940,3.1562,1,1
Streptomyces sp. SGAir0924,NZ_CP027297.1,5343348,5345822,3.1562,1,1
Streptomyces sp. SS52,NZ_CP039123.1,5261614,5264088,3.1563,1,1
Streptomyces sp. DHE17-7,NZ_JACJDL010000001.1,5212996,5215470,3.1563,1,1
Streptomyces sp. NRRL WC-3795,NZ_JOCG01000006.1,117980,120454,3.1563,1,1
Streptomyces sp. CS207,NZ_KZ819184.1,682992,685466,3.1562,1,1
Streptomyces sp. WAC06273,NZ_RPSD01000002.1,787775,790249,3.1562,1,1
Streptomyces sp. RM99,NZ_JAGPYI010000004.1,495783,498257,3.1561,1,1
Streptomyces sp. A108,NZ_JACBYP010000021.1,43631,46090,3.1555,1,1
Streptomyces sp. NPDC057245,NZ_JBHUXO010000032.1,13814,16273,3.1555,1,1
Streptomyces sp. NPDC059459,NZ_JBHYUX010000006.1,184323,186827,3.1537,1,1
Streptomyces sp. CC71,NZ_LOSR01000081.1,29618,32092,3.1557,1,1
Streptomyces sp. NPDC052309,NZ_JBFAUL010000002.1,221133,223592,3.1539,1,1
Streptomyces sp. WAC 04229,NZ_QHJH01000040.1,29551,32010,3.1555,1,1
Streptomyces sp. NPDC093586,NZ_JBIWJA010000003.1,162164,164623,3.1524,1,1
Streptomyces sp. NPDC006235,NZ_JBEXSR010000022.1,117852,120305,3.1467,1,1
Streptomyces sp. NPDC085932,NZ_JBITSJ010000003.1,68842,71295,3.1466,1,1
Streptomyces sp. NPDC050803,NZ_JBFAHE010000013.1,63247,65706,3.1460,1,1
Streptomyces sp. NPDC079141,NZ_JBFBLP010000014.1,229937,232396,3.1460,1,1
Streptomyces sp. NPDC017890,NZ_JBIRHU010000031.1,13209,15713,3.1529,1,1
Streptomyces sp. NBC_01352,NZ_CP108354.1,3991896,3994349,3.1460,1,1
Streptomyces sp. A30,NZ_JAJPWD010000027.1,19509,21962,3.1458,1,1
Streptomyces sp. NPDC048219,NZ_JBIDAB010000008.1,38262,40721,3.1514,1,1
Streptomyces sp. NPDC024017,NZ_JBEZYZ010000005.1,347965,350418,3.1459,1,1
Streptomyces sp. SCL15-6,NZ_JAOBTR010000001.1,2173994,2176492,3.1516,1,1
Streptomyces sp. NPDC029554,NZ_JBEZWD010000005.1,243038,245491,3.1468,1,1
Streptomyces sp. HO565,NZ_BPRK01000001.1,569273,571771,3.1510,1,1
Streptomyces sp. NPDC127100,NZ_JBHXFL010000055.1,27248,29707,3.1503,1,1
Streptomyces sp. NPDC059701,NZ_JBHWFL010000122.1,5639,8098,3.1505,1,1
Streptomyces sp. CL12-4,NZ_JAFETE010000001.1,214717,217215,3.1512,1,1
Streptomyces sp. G1,NZ_JAMOZA010000079.1,17714,20173,3.1457,1,1
Streptomyces sp. FZ201,NZ_CP104794.1,5722715,5725174,3.1457,1,1
Streptomyces sp. DI166,NZ_FLSP01000031.1,50001,52460,3.1457,1,1
Streptomyces sp.,NZ_JAPSKN010000171.1,3447,5900,3.1461,1,1
Streptomyces sp. NPDC006240,NZ_JBEXSP010000012.1,198808,201261,3.1460,1,1
Streptomyces sp. NPDC006237,NZ_JBEXSQ010000005.1,198808,201261,3.1460,1,1
Streptomyces sp. NPDC006233,NZ_JBEXSS010000012.1,198808,201261,3.1460,1,1
Streptomyces sp. NPDC006143,NZ_JBEXTQ010000009.1,198808,201261,3.1460,1,1
Streptomyces sp. NPDC006132,NZ_JBEXTW010000008.1,134104,136557,3.1456,1,1
Streptomyces sp. NPDC016172,NZ_JBIBSJ010000021.1,60410,62863,3.1458,1,1
Streptomyces sp. NPDC007991,NZ_JBIBJD010000012.1,260005,262458,3.1459,1,1
Streptomyces sp. SID5464,NZ_WWIQ01000044.1,30443,32896,3.1475,1,1
Streptomyces sp. JHA26,NZ_BDJC01000004.1,30037,32496,3.1521,1,1
Streptomyces sp. Go-475,NZ_CP026121.1,5753060,5755513,3.1460,1,1
Streptomyces sp. DH10,NZ_JARVKU010000022.1,117317,119770,3.1470,1,1
Streptomyces sp. Act143,NZ_QFRX01000001.1,3810980,3813439,3.1480,1,1
Streptomyces sp. NPDC050164,NZ_JBITJK010000023.1,99318,101771,3.1458,1,1
Streptomyces sp. HP-A2021,NZ_CP094344.1,3368811,3371264,3.1464,1,1
Streptomyces sp. NPDC000877,NZ_JBEPBW010000012.1,60881,63334,3.1458,1,1
Streptomyces sp. NPDC006386,NZ_JBEXQF010000188.1,5174,7627,3.1458,1,1
Streptomyces sp. NPDC006355,NZ_JBEXQQ010000004.1,147390,149843,3.1458,1,1
Streptomyces sp. NPDC006251,NZ_JBEXSL010000009.1,152009,154462,3.1458,1,1
Streptomyces sp. NPDC006140,NZ_JBEXTS010000009.1,226030,228483,3.1458,1,1
Streptomyces sp. NPDC006135,NZ_JBEXTU010000011.1,33293,35746,3.1458,1,1
Streptomyces sp. NPDC006129,NZ_JBEXTY010000035.1,279,2732,3.1456,1,1
Streptomyces sp. SA15,NZ_NTGE01000009.1,31690,34149,3.1466,1,1
Streptomyces sp. NPDC048193,NZ_JBEZMN010000002.1,97027,99486,3.1507,1,1
Streptomyces sp. NPDC048185,NZ_JBIDAN010000010.1,208756,211215,3.1507,1,1
Streptomyces sp. D2-8,NZ_JAAHBP010000008.1,237257,239710,3.1462,1,1
Streptomyces sp. NPDC057794,NZ_JBHVLC010000170.1,5011,7464,3.1462,1,1
Streptomyces sp. NPDC057837,NZ_JBHVMA010000001.1,809392,811845,3.1462,1,1
Streptomyces sp. YS415,NZ_JAMJFL010000014.1,37710,40169,3.1456,1,1
Streptomyces sp. NPDC050416,NZ_JBITII010000002.1,112330,114783,3.1457,1,1
Streptomyces sp. NPDC088801,NZ_JBIVJX010000004.1,186535,188988,3.1452,1,1
Streptomyces sp. NPDC006367,NZ_JBEXQL010000001.1,170186,172645,3.1500,1,1
Streptomyces sp. NPDC006384,NZ_JBIAHR010000002.1,169902,172361,3.1500,1,1
Streptomyces sp. NPDC015242,NZ_JBIBUF010000002.1,518008,520461,3.1460,1,1
Streptomyces sp. NPDC050674,NZ_JBFAIG010000002.1,205961,208414,3.1454,1,1
Streptomyces sp. NPDC057798,NZ_JBHVLD010000068.1,29665,32124,3.1449,1,1
Streptomyces sp. NPDC012474,NZ_JBIBEP010000009.1,168066,170519,3.1450,1,1
Streptomyces sp. NPDC093598,NZ_JBIWIV010000008.1,202243,204696,3.1462,1,1
Streptomyces sp. NPDC050698,JBFARA010000012.1,220959,223412,3.1452,1,1
Streptomyces sp. NPDC057833,NZ_JBHVLX010000004.1,547367,549820,3.1458,1,1
Streptomyces sp. NPDC057836,NZ_JBHVLZ010000004.1,89436,91889,3.1458,1,1
Streptomyces sp. NPDC057838,NZ_JBHVMB010000003.1,89436,91889,3.1458,1,1
Streptomyces sp. NPDC057840,NZ_JBHVMD010000004.1,547123,549576,3.1458,1,1
Streptomyces sp. NRRL S-146,NZ_JOAW01000222.1,13014,15467,3.1449,1,1
Streptomyces sp. A244,NZ_PZKK01000003.1,207345,209798,3.1456,1,1
Streptomyces sp. NPDC101116,NZ_JBIVZI010000018.1,67397,69850,3.1455,1,1
Streptomyces sp. NPDC101110,NZ_JBIVZM010000007.1,115244,117697,3.1455,1,1
Streptomyces sp. NPDC004783,NZ_JBEXJM010000013.1,178740,181199,3.1487,1,1
Streptomyces sp. NPDC047725,NZ_JBIDCV010000002.1,627636,630095,3.1491,1,1
Streptomyces sp. NBC_00028,NZ_CP108293.1,3600910,3603369,3.1462,1,1
Streptomyces rubrogriseus IPS92ro,NZ_JAPWHU010000052.1,6379,8847,3.1673,1,1
Streptomyces rubrogriseus NBRC 15455,NZ_BEWD01000008.1,311201,313669,3.1662,1,1
Streptomyces rubrogriseus NBRC 15455,NZ_CP116256.1,7096391,7098859,3.1662,1,1
Streptomyces rubrogriseus SID7739,NZ_JAAGMQ010000101.1,13160,15628,3.1659,1,1
Streptomyces rubrogriseus NPDC059658,NZ_JBHWEC010000010.1,194753,197221,3.1662,1,1
Streptomyces rubrogriseus NPDC058346,NZ_JBHXIH010000019.1,32683,35151,3.1662,1,1
Streptomyces rubrogriseus NPDC014811,NZ_JBIBXB010000002.1,330484,332952,3.1661,1,1
Streptomyces rubrogriseus NPDC018032,NZ_JBIRFS010000005.1,324257,326725,3.1662,1,1
Streptomyces rubrogriseus NPDC090058,NZ_JBIVEP010000008.1,229687,232155,3.1662,1,1
Streptomyces rubrogriseus NPDC085456,NZ_JBITTP010000003.1,299958,302426,3.1655,1,1
Streptomyces lividans 1326,NZ_CM001889.1,5723413,5725881,3.1664,1,1
Streptomyces lividans TK24,NZ_CP009124.1,2812696,2815164,3.1664,1,1
Streptomyces lividans TK24,CP009124.1,2812696,2815092,3.1614,1,1
Streptomyces lividans TK23,AP025539.1,5502600,5504996,3.1614,1,1
Streptomyces lividans TK24 DG2-P41,CP071123.1,2819656,2822052,3.1614,1,1
Streptomyces lividans TK24-YQS040,CP071800.1,2818348,2820744,3.1614,1,1
Streptomyces violaceolatus JCM 4531,NZ_BAAASK010000009.1,70131,72599,3.1665,1,1
Streptomyces violaceolatus JCM 4531,BAAASK010000009.1,70131,72527,3.1615,1,1
Streptomyces tendae,NZ_CANLXQ010000004.1,219086,221545,3.1621,1,1
Streptomyces tendae NPDC004691,NZ_JBEXJW010000004.1,228191,230650,3.1632,1,1
Streptomyces tendae NPDC004678,NZ_JBEXJY010000034.1,58788,61247,3.1632,1,1
Streptomyces tendae NPDC059843,NZ_JBHWJC010000045.1,41445,43904,3.1632,1,1
Streptomyces tendae NPDC059847,NZ_JBHWJF010000047.1,15849,18308,3.1630,1,1
Streptomyces tendae NPDC003786,NZ_JBIANS010000002.1,871521,873980,3.1632,1,1
Streptomyces tendae NPDC003773,NZ_JBIANU010000011.1,105963,108422,3.1632,1,1
Streptomyces tendae UTMC 3329,NZ_RSEG01000002.1,485073,487532,3.1630,1,1
Streptomyces tendae NPDC048598,NZ_JBEZID010000012.1,61939,64398,3.1621,1,1
Streptomyces tendae NPDC048588,NZ_JBICWD010000011.1,61900,64359,3.1621,1,1
Streptomyces tendae NPDC049647,NZ_JBITLT010000015.1,61721,64180,3.1621,1,1
Streptomyces tendae NPDC057734,NZ_JBHVJS010000007.1,319858,322317,3.1630,1,1
Streptomyces tendae NPDC057753,NZ_JBHVKB010000001.1,856596,859055,3.1630,1,1
Streptomyces tendae NPDC003747,NZ_JBIANV010000001.1,208235,210694,3.1630,1,1
Streptomyces tendae NPDC048238,NZ_JBICZQ010000003.1,507468,509936,3.1639,1,1
Streptomyces tendae NPDC048237,NZ_JBICZR010000001.1,508210,510678,3.1639,1,1
Streptomyces tendae JCM 4610,NZ_BMUY01000001.1,824931,827390,3.1630,1,1
Streptomyces tendae JCM 4610,BMUY01000001.1,825003,827390,3.1582,1,1
Streptomyces tendae NPDC006280,NZ_JBEXSB010000011.1,61489,63948,3.1630,1,1
Streptomyces tendae NPDC047796,NZ_JBEYSF010000021.1,25378,27846,3.1643,1,1
Streptomyces tendae NPDC048071,NZ_JBEZNE010000031.1,70776,73244,3.1642,1,1
Streptomyces tendae NPDC057553,NZ_JBHVFK010000092.1,13613,16081,3.1643,1,1
Streptomyces tendae NPDC058950,NZ_JBHYKQ010000036.1,25377,27845,3.1642,1,1
Streptomyces tendae NPDC058749,NZ_JBHYQA010000014.1,25540,28008,3.1641,1,1
Streptomyces tendae NPDC003948,NZ_JBIANF010000010.1,318134,320602,3.1643,1,1
Streptomyces tendae NPDC087198,NZ_JBIUZH010000008.1,25511,27979,3.1643,1,1
Streptomyces tendae NPDC047797,NZ_JBEYSE010000053.1,25465,27933,3.1642,1,1
Streptomyces tendae NPDC013796,NZ_JBICBD010000008.1,313780,316248,3.1639,1,1
Streptomyces tendae NPDC048075,NZ_JBIDBF010000010.1,313923,316391,3.1639,1,1
Streptomyces tendae NPDC001382,NZ_JBEPAR010000001.1,847569,850028,3.1623,1,1
Streptomyces tendae NPDC004977,NZ_JBEXJE010000009.1,180034,182493,3.1626,1,1
Streptomyces tendae NPDC052110,NZ_JBFAWE010000013.1,15754,18213,3.1626,1,1
Streptomyces tendae NPDC018039,NZ_JBIRFN010000002.1,536464,538923,3.1623,1,1
Streptomyces tendae NPDC018027,NZ_JBIRFX010000001.1,206106,208565,3.1623,1,1
Streptomyces tendae NPDC018015,NZ_JBIRGG010000001.1,862582,865041,3.1623,1,1
Streptomyces tendae NPDC058912,NZ_JBHYLJ010000028.1,25540,27999,3.1624,1,1
Streptomyces tendae NPDC058889,NZ_JBHYLW010000003.1,113260,115719,3.1624,1,1
Streptomyces tendae NPDC048173,NZ_JBEZMQ010000001.1,115024,117483,3.1626,1,1
Streptomyces tendae NPDC092921,NZ_JBIVPV010000002.1,883575,886034,3.1626,1,1
Streptomyces tendae NPDC003830,NZ_JBIANO010000001.1,219615,222074,3.1625,1,1
Streptomyces tendae NPDC101120,NZ_JBIVZF010000002.1,220813,223272,3.1625,1,1
Streptomyces tendae NPDC048183,NZ_JBIDAP010000001.1,888688,891147,3.1625,1,1
Streptomyces tendae NPDC001029,NZ_JBIAYI010000003.1,835184,837643,3.1622,1,1
Streptomyces tendae NPDC087193,NZ_JBIUZI010000009.1,202641,205109,3.1640,1,1
Streptomyces tendae SAI-227,NZ_JBIYET010000001.1,5459488,5461947,3.1623,1,1
Streptomyces tendae SAI-227,JBIYET010000001.1,5459560,5461947,3.1575,1,1
Streptomyces tendae NPDC048226,NZ_JBICZZ010000005.1,261374,263833,3.1625,1,1
Streptomyces tendae NPDC058331,NZ_JBHXHT010000011.1,211919,214378,3.1624,1,1
Streptomyces tendae NPDC058332,NZ_JBHXHU010000034.1,39117,41576,3.1624,1,1
Streptomyces tendae NPDC058343,NZ_JBHXIE010000008.1,90210,92669,3.1624,1,1
Streptomyces tendae NPDC058356,NZ_JBHXIR010000008.1,80254,82713,3.1627,1,1
Streptomyces tendae NPDC058359,NZ_JBHXIU010000005.1,334248,336707,3.1624,1,1
Streptomyces tendae NPDC052220,NZ_JBFAVG010000004.1,307822,310281,3.1626,1,1
Streptomyces tendae VITAKN,NZ_JAAIFS010000003.1,225078,227537,3.1621,1,1
Streptomyces tendae VITAKN,JAAIFS010000003.1,225078,227465,3.1573,1,1
Streptomyces tendae CALK1-4,NZ_JBIQWK010000001.1,841725,844184,3.1624,1,1
Streptomyces tendae NPDC003768,NZ_JBEXMU010000005.1,149680,152139,3.1619,1,1
Streptomyces coelicoflavus NBC_00357,NZ_CP107977.1,5189889,5192375,3.1633,1,1
Streptomyces coelicoflavus LM32,NZ_JBAGKW010000029.1,69177,71636,3.1622,1,1
Streptomyces coelicoflavus NBC_00465,NZ_JAPENQ010000001.1,930602,933070,3.1636,1,1
Streptomyces coelicoflavus NPDC058541,NZ_JBHXOB010000028.1,65573,68041,3.1635,1,1
Streptomyces coelicoflavus NPDC003954,NZ_JBIANE010000008.1,232870,235338,3.1633,1,1
Streptomyces coelicoflavus NPDC059661,NZ_JBHWEE010000008.1,302327,304795,3.1635,1,1
Streptomyces coelicoflavus SID14163,NZ_JAAGMA010000732.1,5242,7710,3.1635,1,1
Streptomyces coelicoflavus SID14163,JAAGMA010000732.1,5242,7638,3.1589,1,1
Streptomyces coelicoflavus NPDC059415,NZ_JBHYWE010000005.1,226236,228704,3.1634,1,1
Streptomyces coelicoflavus NBC_00099,NZ_CP108218.1,2792370,2794838,3.1634,1,1
Streptomyces coelicoflavus NPDC060121,NZ_JBFBNC010000013.1,65526,67994,3.1634,1,1
Streptomyces coelicoflavus NPDC057274,NZ_JBHUYM010000001.1,220442,222910,3.1634,1,1
Streptomyces coelicoflavus NPDC060156,NZ_JBHWYF010000054.1,28777,31245,3.1634,1,1
Streptomyces coelicoflavus NPDC060157,NZ_JBHWYG010000001.1,250681,253149,3.1634,1,1
Streptomyces coelicoflavus NPDC059674,NZ_JBHWEO010000020.1,46941,49409,3.1634,1,1
Streptomyces coelicoflavus NPDC056535,NZ_JBHTTY010000046.1,28738,31206,3.1628,1,1
Streptomyces coelicoflavus NPDC056610,NZ_JBHTVU010000009.1,194162,196630,3.1631,1,1
Streptomyces coelicoflavus NPDC056964,NZ_JBHURH010000103.1,10185,12653,3.1631,1,1
Streptomyces coelicoflavus NPDC001050,NZ_JBEPBG010000001.1,219310,221778,3.1629,1,1
Streptomyces coelicoflavus NBRC 15399,NZ_BEWB01000012.1,147594,150062,3.1627,1,1
Streptomyces coelicoflavus SID14172,NZ_JAAGMB010000515.1,13404,15872,3.1632,1,1
Streptomyces coelicoflavus NPDC089661,NZ_JBIVHO010000009.1,218890,221358,3.1629,1,1
Streptomyces coelicoflavus DBR11,NZ_JAMOLO010000021.1,37966,40434,3.1632,1,1
Streptomyces coelicoflavus NPDC059677,NZ_JBHWEQ010000009.1,22339,24807,3.1631,1,1
Streptomyces coelicoflavus S3018,NZ_JASDBW010000011.1,225790,228258,3.1629,1,1
Streptomyces coelicoflavus ZG0656,AHGS01001134.1,4733,7138,3.1578,1,1
Streptomyces hyderabadensis JCM 17657,NZ_BAABIV010000021.1,439835,442303,3.1626,1,1
Streptomyces hyderabadensis JCM 17657,BAABIV010000021.1,439907,442303,3.1575,1,1
Streptomyces salinarius CS29,NZ_JAVCWJ010000059.1,10305,12773,3.1636,1,1
Streptomyces salinarius Lnu-12,NZ_JAXLNW010000002.1,10270,12738,3.1634,1,1
Streptomyces salinarius VRMG2420,NZ_JBITPR010000007.1,107488,109956,3.1635,1,1
Streptomyces salinarius SS06011,NZ_JACLZH010000001.1,208827,211295,3.1635,1,1
Streptomyces violaceorubidus NRRL B-16381,NZ_JODM01000001.1,829149,831608,3.1615,1,1
Streptomyces violaceorubidus NPDC001615,NZ_JBEOZY010000044.1,23774,26233,3.1614,1,1
Streptomyces ardesiacus NPDC094450,NZ_JBEOTR010000015.1,116272,118731,3.1600,1,1
Streptomyces ardesiacus NPDC093086,NZ_JBIVPC010000003.1,153351,155810,3.1600,1,1
Streptomyces ardesiacus NBRC 15402,NZ_BEWC01000002.1,788157,790616,3.1604,1,1
Streptomyces ardesiacus 6G-OA-21,NZ_JAMHJP010000004.1,66801,69260,3.1604,1,1
Streptomyces ardesiacus NPDC007026,NZ_JBEYGW010000004.1,283242,285701,3.1604,1,1
Streptomyces ardesiacus NPDC057174,NZ_JBHUVW010000059.1,9900,12359,3.1604,1,1
Streptomyces ardesiacus NPDC059739,NZ_JBHWGO010000002.1,231153,233612,3.1604,1,1
Streptomyces ardesiacus NPDC127099,NZ_JBHXFK010000107.1,10209,12668,3.1604,1,1
Streptomyces ardesiacus NPDC093072,NZ_JBIVPG010000007.1,153537,155996,3.1604,1,1
Streptomyces ardesiacus NPDC059588,NZ_JBHWCG010000058.1,40912,43371,3.1603,1,1
Streptomyces ardesiacus NPDC012537,NZ_JBIBEH010000002.1,216439,218898,3.1602,1,1
Streptomyces ardesiacus IBSBF 3360,NZ_JAJSZE010000013.1,36318,38777,3.1598,1,1
Streptomyces ardesiacus NPDC006376,NZ_JBEXQH010000003.1,13873,16332,3.1600,1,1
Streptomyces ardesiacus NPDC006166,NZ_JBEXTN010000002.1,274916,277375,3.1600,1,1
Streptomyces ardesiacus NPDC093553,NZ_JBIWJE010000002.1,222303,224762,3.1577,1,1
Streptomyces pactum ACT12,NZ_CP019724.1,3073638,3076103,3.1572,1,1
Streptomyces olivaceus NPDC026684,NZ_JBEZXP010000013.1,136542,139001,3.1564,1,1
Streptomyces olivaceus NPDC056357,NZ_JBHJQK010000021.1,45088,47547,3.1564,1,1
Streptomyces olivaceus NPDC101122,NZ_JBIVZD010000002.1,224894,227353,3.1564,1,1
Streptomyces olivaceus NPDC008051,NZ_JBIBII010000005.1,317341,319800,3.1562,1,1
Streptomyces olivaceus DC10-5,NZ_BNEF01000003.1,2987735,2990194,3.1562,1,1
Streptomyces olivaceus SCSIO T05,NZ_CP043317.1,3037524,3039983,3.1562,1,1
Streptomyces olivaceus NRRL B-3009,NZ_JADOEJ010000031.1,61457,63916,3.1560,1,1
Streptomyces olivaceus NRRL B-3009,NZ_JOFH01000006.1,7899,10358,3.1556,1,1
Streptomyces olivaceus CR2,NZ_JAHSSI010000017.1,36372,38831,3.1562,1,1
Streptomyces olivaceus CR3,NZ_JAHSSJ010000004.1,221276,223735,3.1562,1,1
Streptomyces olivaceus CR12,NZ_JAHSSL010000015.1,216887,219346,3.1562,1,1
Streptomyces olivaceus CR27,NZ_JAHSSP010000002.1,219607,222066,3.1560,1,1
Streptomyces olivaceus NPDC003520,NZ_JBEXMZ010000060.1,7787,10246,3.1562,1,1
Streptomyces olivaceus NPDC057146,NZ_JBHUVD010000072.1,20466,22925,3.1562,1,1
Streptomyces olivaceus NPDC057337,NZ_JBHVAD010000034.1,28010,30469,3.1562,1,1
Streptomyces olivaceus NPDC057366,NZ_JBHVAS010000045.1,13958,16417,3.1562,1,1
Streptomyces olivaceus NPDC058982,NZ_JBHYJY010000019.1,51857,54316,3.1562,1,1
Streptomyces olivaceus NPDC058971,NZ_JBHYKE010000002.1,223058,225517,3.1562,1,1
Streptomyces olivaceus NPDC058709,NZ_JBHYRJ010000010.1,51570,54029,3.1562,1,1
Streptomyces olivaceus NPDC059288,NZ_JBHYYS010000002.1,174689,177148,3.1562,1,1
Streptomyces olivaceus NPDC059287,NZ_JBHYYT010000029.1,51571,54030,3.1562,1,1
Streptomyces olivaceus NPDC059286,NZ_JBHYYU010000002.1,225552,228011,3.1562,1,1
Streptomyces olivaceus NPDC003414,NZ_JBIAOO010000002.1,870013,872472,3.1562,1,1
Streptomyces olivaceus NPDC048725,NZ_JBICVD010000007.1,137124,139583,3.1562,1,1
Streptomyces olivaceus NPDC020953,NZ_JBIRRG010000002.1,219441,221900,3.1562,1,1
Streptomyces olivaceus NPDC020867,NZ_JBIRSB010000002.1,219441,221900,3.1562,1,1
Streptomyces olivaceus NPDC020865,NZ_JBIRSC010000001.1,803871,806330,3.1562,1,1
Streptomyces olivaceus NPDC020860,NZ_JBIRSE010000002.1,804576,807035,3.1562,1,1
Streptomyces olivaceus NPDC020859,NZ_JBIRSF010000008.1,137177,139636,3.1562,1,1
Streptomyces olivaceus B-81,NZ_CP098608.1,5360476,5362935,3.1561,1,1
Streptomyces olivaceus CR24,NZ_JAHSSO010000002.1,483090,485549,3.1561,1,1
Streptomyces olivaceus NPDC007996,NZ_JBIBJB010000010.1,132933,135392,3.1561,1,1
Streptomyces olivaceus NPDC088797,NZ_JBIVJZ010000009.1,131688,134147,3.1561,1,1
Streptomyces olivaceus CR8,NZ_JAHSSK010000004.1,229792,232251,3.1560,1,1
Streptomyces olivaceus CR18,NZ_JAHSSM010000004.1,13998,16457,3.1561,1,1
Streptomyces olivaceus CR22,NZ_JAHSSN010000004.1,13969,16428,3.1561,1,1
